560;23;;;;;;;;;;;;1;;;;;;;;;
561;28;4;1;6;;;;;;;;;3;;;;;;;;;
562;30;;;;;;;;;;;;7;;;;;;;;;
564;80;;1;1;1;;;;;;;;29;;1;;;;;;2;1
565;8;2;1;;;;;;;;;;;;;;;;;;;
566;21;4;;;;;;;;;;;;;;;;;;;;
567;97;2;;3;1;;;;;;;;7;;;;;;;;1;
568;14;1;1;1;;;;;;;;;;;;;;;;;;
569;25;;;1;;;;;;;;;9;;;;;;;;;
570;48;1;;;;;;;1;;;;9;;;;;;;;2;5
571;78;1;1;;1;;2;2;4;;1;;12;;1;;;;;;1;1
572;167;4;2;8;3;3;3;2;3;3;3;1;29;6;4;12;;;1;;1;3
573;27;;2;;;;;;;;;;14;;;;;;;;;
574;12;;;;;;;;;;;;3;;;;;;;;;
575;3;;;1;;;;;;;;;;;;;;;;;;
576;109;3;3;9;;2;1;5;1;;;;11;;1;;;;;;;
577;91;1;1;1;1;;1;2;2;;4;1;17;;1;;;;;;;8
578;54;2;;2;;;;;;;;;9;;;;;;;;;
579;25;;;17;;;;;;;;;;;;;;;;;;
580;47;4;1;;;1;1;2;;;;;5;;;;;;;;1;
582;20;;;2;;;;;;;;;;;;;;;;;;
583;105;1;1;3;1;;;3;;;;;15;2;1;3;;;;;;5
584;5;3;;5;;;;;;;;;;;;;;;;;;
585;19;;;1;;;;;;;;;7;;;;;;;;;
586;22;;;;;;;;;;;;4;;;;;;;;;
587;9;;;;;;;;;;;;;;;;;;;;;
588;29;;;;;;;;;;;;1;;;;;;;;;
589;20;;;;;;;;;;;;12;;;;;;;;;
590;122;4;6;6;3;;1;3;2;;;1;24;3;;1;;;;;1;2
591;2;;;;;;;;;;;;;;;;;;;;;
593;48;4;2;2;;;;;;;;;8;;;;;;;;;
594;11;1;;;;;;;;;;;2;;;;;;;;;
595;31;1;1;;1;;;;;;;;;;;;;;;;;
596;;;;1;;;;;;;;;;;;;;;;;;
597;61;;1;3;1;;2;2;2;;1;1;17;;1;;;;;;;
598;59;1;;3;1;3;3;3;2;;;;10;1;1;;;;;;;
599;28;1;1;;;1;1;;;;;;21;;;;;;;;;
600;2;;;;;;;;;;;;;;;;;;;;;
601;115;7;2;3;2;1;3;6;2;;3;1;10;;1;;;;;;2;6
602;18;;2;3;;;1;;;;;;8;;;;;;;;;
604;64;2;2;;1;;;;;;;;;;;;;;;;;
605;72;1;;1;1;;;2;;;;;11;;1;4;;;;;;
606;5;;1;;;;;;;;;;;;;;;;;;;
607;8;;;;;;;;;;;;;;;;;;;;;
608;28;;1;;1;;1;6;3;;1;;8;;;;;;;;;11
609;11;;;;;;;;;;;;;;;;;;;;;
610;164;5;3;10;2;4;2;2;3;;3;;15;2;2;12;6;3;2;2;;5
611;15;;;3;;;;;;;;;;;;;;;;;;
612;12;2;;;;;;;;;;;;;;;;;;;;
613;27;;;2;;;1;;;;;;7;;;;;;;;4;
614;127;9;2;9;2;;;3;3;4;3;;21;;2;13;;1;1;;1;
615;95;2;1;4;1;;1;4;4;;1;;42;;1;7;;;;;;3
616;73;2;;;1;;1;2;;;;;15;;;;;;;;;2
617;133;3;2;3;1;;1;1;1;1;;;11;;;;;;;;2;
618;70;;;;;;;;;;;;;;;;;;;;;
619;12;;1;;;;;;;;;;;;;;;;;;;
620;5;;;;;;;;;;;;;;;;;;;;;
621;10;;;;;;;;;;;;10;;;;;;;;;
622;37;;;6;;;4;;;;;;9;;;;;;;;;
624;21;1;;;;;;;;;;;1;;;;;;;;;
626;24;;;;;;;1;;;;;;;;;;;;;;
627;82;4;2;;;;1;4;;;;;26;;;;;;1;;2;
628;22;;;;;;;;;;;;5;;;;;;;;;
630;17;1;;;2;5;2;2;;;;;;;;;;;;;;
631;16;2;;;;;;;;;;;8;;;;;;;;;
632;76;;1;;1;;1;2;2;;1;;11;;1;7;;;;;;3
633;1;1;;;;;;;;;;;;;;;;;;;;
634;16;2;;;;;;;;;;;4;;;;;;;;;
635;53;;;;;;;;;;;;21;;;;;;;;;2
636;5;2;;;;;;;;;;;2;;;;;;;;;
637;54;;;;;;;3;;;;;10;;;;;;;;;
638;33;1;;;;;1;;;;;;12;;;;;;;;1;
639;60;2;3;1;;;3;4;2;;;;15;;;;;;;;;
640;37;;1;;;;;;4;;1;;23;;;;;;;;;
641;143;3;1;;1;1;3;1;3;;1;;66;;;2;;;;;4;2
642;67;2;1;;;;2;7;;1;1;;7;;1;3;;;;;;1
643;31;2;;2;;;1;2;;;;;28;;;;;1;;;;1
644;60;1;2;3;1;;;5;2;;2;1;10;;;;;;;;;5
645;16;1;;;;;;;;;;;5;;;;;;;;;
646;11;;;;;;;;;;;;19;1;;;;;;;;
647;9;;;;;;;;;;;;;;;;;;;;;
648;51;3;;9;2;;;;;;;;29;2;;;;;;;;
649;35;;;;;;;;;;;;;;;;;;;;;
650;26;;;3;2;;1;3;2;;2;2;;;;;;;;;;
653;31;;1;;;;1;2;;;;;7;;;;;;;;;
654;75;1;;5;1;;;4;4;;;;12;;;1;1;;;;;
655;10;;1;;;;;;;;;;;;;;;;;;;
656;139;5;3;;;;;;;;;;2;;;;;;;;;
657;37;;2;1;;;;;;;;;11;;;;;1;;;7;
659;30;;1;;;;;;;;;;25;;;;;;;;;1
660;10;;;;;;;;;;;;;;;;;;;;;
662;69;;2;2;2;;1;2;1;;;;17;;1;7;;;;;;
663;6;1;;1;;;;;;;;;;;;;;;;;;
665;113;1;1;2;;;;1;2;;;;1;;;;;;;;;
666;87;;1;3;2;;1;1;2;;;;26;;;;;;;;;1
667;47;1;;;;;;;;;;;11;;1;2;;;;;;
668;5;;;;;;;;;;;;;;;;;;;;;
669;110;2;1;;;;;;1;;;;9;;1;6;;;;;1;3
670;48;3;3;;;1;1;1;;;;;18;;;;;;;;;
672;18;;;;;;;;;;;;;;;;;;;;;
673;91;17;7;12;;;;;;;;;;;;;;;;;;
674;1;;;;;;;;;;;;;;;;;;;;;
675;25;;;;;;;;;;;;;;;;;;;;;
676;17;2;3;;;;;;;;;;8;;;;;;;;;
677;31;;1;5;1;;;;;;;;17;;;;;;;;;
678;14;3;4;5;;;;;;;;;;;;1;;;;;;
680;24;;;1;;;;1;;;;;16;;;;;;;;;
681;8;;;;;;;;;;;;;;;;;;;;;
682;20;2;;;;;;;;;;;6;;;;;;;;;
683;3;;;;;;;;;;;;;;;;;;;;;
684;37;;1;;;;1;2;2;1;1;;6;;1;;;;;;2;3
685;41;5;2;;1;;;;;2;;;7;;;;;;;;;
686;14;;;1;;;;;;;;;1;;;;;;;;;
687;13;2;1;;;;;;;;;;2;;;;;;;;;
689;63;3;1;;;;;1;2;;;;7;;;;;;;;1;
691;99;5;2;2;2;;;7;;;;;36;;1;7;;;;;6;4
694;44;;1;1;;;;;;;;;10;;;;;;;;;1
695;50;;;;;;;;;;;;12;;;;;;;;;
697;17;3;;;;;;;;;;;1;;;;;;;;;
698;2;;;;;;;;;;;;;;;;;;;;;
699;25;;;;;;;;;;;;10;;;;;;;;;
700;27;1;;2;;;;;;;;;1;;;;;;;;;
701;35;;;;;;1;;;;;;8;;;;;;;;;1
702;67;;2;;;1;;2;2;;1;;6;;;;;;;;;1
703;80;;1;1;;;1;2;1;;;;35;;1;;;;;;;
705;59;3;1;;;;;;;;;;;;;;;;;;;
706;16;;;;;;;1;;;;;;;;;;;;;;
707;43;7;1;3;;;;;;;;;3;;;;;;;;;
708;120;1;2;4;2;10;2;2;2;;1;;118;;;1;;;;;;1
709;76;;;;1;;;2;2;;;;9;;1;3;;;;;1;3
710;69;;2;7;;;;4;3;;;;29;;;;;;;;;
712;108;7;2;6;;;;1;3;;;;13;;1;;;;;;;1
713;49;5;;;;;;;;;;;12;;;;;;;;1;
714;14;1;;3;;;;;;;;;2;;;;;;;;;
715;2;;;;;;;;;;;;1;;;;;;;;;
716;2;;;;;;;;;;;;;;;;;;;;;
717;113;14;4;;2;;1;2;2;;3;;19;;;5;;;;;1;1
718;47;1;3;3;1;;;2;2;;1;;16;;1;3;;;;;3;
720;15;;1;;;;;;;;;;8;;;;;;;;;
722;49;;1;1;;;;;;;;;22;;;;;;;;;
723;21;;;;;1;;;;;;;7;;;;;;;;;
724;68;;;4;;;;;;;;1;25;2;;;;;;;2;2
725;60;7;;;;;1;;2;5;;;10;;2;;;;;;6;
726;196;15;4;8;2;1;2;4;2;;5;;6;;2;;2;;;;;7
727;45;11;4;3;;;;;;;;;;;;;;;;;;
728;45;;1;2;;;;;;;;;19;;;;;;;;2;
729;52;6;2;8;;;;;2;1;2;;21;;;;;;;;;
730;38;2;2;3;;;1;2;2;;;;11;;;;;;;;;
731;76;8;4;3;1;;1;;3;5;;;23;;1;4;;;;;;
732;123;12;4;16;2;1;;4;;;5;;95;;2;;;;;;3;4
733;43;3;1;;;2;;;;;;;23;;;;;;;;;
734;63;7;2;7;3;;;3;;;;;54;;;1;;;1;;2;4
735;45;7;;;1;;1;;;;;;1;;;;;;;;;
736;40;;1;;;;;;;;;;7;;;;;;;;;
737;45;2;;;;;;;;;;;;;;;;;;;;
738;52;1;;;;;;1;;;;;10;;;;;;;;1;
739;69;;;;;;2;4;1;;;;13;;1;9;;;;;;
740;30;4;1;1;;;;;;;;;11;;;;;;;;;2
741;32;6;1;;2;;1;;3;5;;;7;;;;;;;;;
742;50;2;1;;;;;;;;;;28;;;;;;;;;
744;70;11;1;3;2;1;;;;;;;;;;;;;;;;
745;8;;;;;;;;;;;;;;;;;;;;;
746;36;1;1;;;;1;;;;;;;;;;;;;;;
747;170;7;3;5;7;;5;2;;;;;76;1;1;2;;;;;;1
748;29;;;;;;;;;1;;;12;;;;;;;;;
749;82;;;;;;;;;;;;14;;;;;;;;;
750;15;1;3;1;;;;;;;;;1;;;;;;;;;
751;39;4;1;;;;;;;;;;5;;;2;;;;;;
752;20;;;;;;;;;;;;4;;1;;;;;;;3
753;55;;3;;1;;1;1;1;;1;;27;;;;;;;;;1
754;51;;;2;;;7;2;3;;2;;22;;;;;;;;;
755;33;;;1;;;1;2;;;;;14;;;;;;;;;
758;179;9;8;6;4;2;5;6;8;4;3;;11;1;1;13;1;2;2;5;8;8
760;30;;;;;;;1;3;;;;7;;;;;;;;;
761;22;2;1;;1;;1;2;;;;;1;;;;;;;;;
762;111;9;1;;3;;2;6;2;4;1;;10;;1;1;;;;;2;
763;79;2;1;;;;;3;2;;;;13;;;;;;1;;;
764;36;6;2;6;;;1;1;2;;;;4;;2;1;;;;;;
765;92;1;1;;3;3;3;;2;1;;;7;;;;;;;;;4
768;3;;;;;;;;;;;;;;;;;;;;;
769;23;5;2;1;;1;2;;;;;;1;;;;;;;;;
770;13;;;;;;;;;;;;1;;;;;;;;;
771;52;;;5;;;2;2;;;;;25;;;;;;;;;
772;42;1;2;;1;1;;2;;;;;12;;1;;;;;;;3
773;47;5;1;2;;;;;;;;;;;;;;;;;;
774;24;;;;;;;;;;;;1;;;;;;;;;
775;108;4;1;;3;;;2;4;1;1;;7;;1;10;;;;;8;7
776;23;4;1;;;;;;;;;;;;;;;;;;;
777;48;1;1;4;;;;;;;;;2;;;;;;;;;
778;10;4;1;;;;;;;;;;1;;;;;;;;;
779;129;2;2;3;;;;1;1;;;;25;;;5;;;;;;
780;95;2;1;;;;1;3;1;;2;;7;;1;8;;;;;;5
782;45;;1;2;;;;;;;;;8;;;;;;;2;;
783;14;;;;;;;;;;;;2;;;;;;;;;
784;1;;;;;;;;;;;;;;;;;;;;;
785;8;;;;;;;;;;;;;;;;;;;;;
786;49;;1;;1;;;2;2;;1;;41;;;1;;;;;;1
787;1;;;;;;;;;;;;;;;;;;;;;
788;50;1;2;2;;;1;2;;;1;;7;;;1;;;;;1;1
789;57;;1;2;2;;1;2;2;;2;;17;;;;;;;;;2
790;45;1;1;;1;;;4;1;;1;;14;;1;7;;;;;;
791;104;3;2;3;4;1;3;4;2;1;;;4;;;;;;;;;
792;26;;;;;;;;;;;;5;;;;;;;;2;
793;11;4;;;;;;;;;;;;;;;;;;;;
794;87;;3;;;;;;;;;;5;;;;;;;;;
795;30;;;;;;;;;;;;26;;;;;;;;;
796;22;;;;;;;1;;;;;;;;;;;;;;
797;54;3;1;4;1;;6;3;2;;;;34;;;;;;;;;
798;26;;;;;;;;;;;;;;;;;;;;;
799;65;1;1;;2;;;3;;;2;1;9;;2;6;;;;;;2
800;74;;3;;1;;1;2;;;;;10;;2;5;;;;;;3
801;24;3;;;;1;;;;;;;17;;;;;;;;;
802;69;;;;;1;4;3;;;;;18;;;;;;;;;1
803;16;;;;;;;;;;;;;;;;;;;;;
804;22;1;;;;;;;;;;;10;;;;;;;;3;
805;16;1;;;;;;;;;;;6;;1;;;;;;;
807;96;10;2;1;1;;;2;;;;;49;;;;;;;;;1
808;9;;;;;;;;;;;;;;;;;;;;;
810;64;;;3;;5;;;;;;;10;;;;;;;;;
812;15;1;2;2;1;;;1;;;;;;;;;;;;;;
813;73;3;2;5;1;;;3;;;;;18;;1;6;;1;;;;7
814;14;1;;;;;;;;;;;6;;;;;;;;;
815;11;1;;;;;;;;;;;1;;;;;;;;;
817;22;;;;;;;1;;;1;;18;;2;;;;1;;;
818;14;;1;;;;1;;;;;;11;;;;;;;;2;
819;50;4;2;2;2;;1;3;2;;;;23;;;;;;;;;
820;106;;2;;1;;4;3;1;;1;;22;;2;7;;;;;1;5
821;98;4;3;;;2;;;;;;;30;;;;;;;;;
822;3;;;;;;;2;;;;;;;;;;;;;;
824;88;5;;2;;;;1;;;;;18;;;;;;;;5;
825;14;;;;;;;;;;;;;;;;;;;;;
826;10;1;2;;;;;;;;;;;;;;;;;;;
827;31;;;;;;;;;;;;;;;;;;;;;
828;78;8;3;;;1;1;4;1;;;;7;;;;;;;;3;
829;30;4;3;5;;;;;;;;;2;;;;;;;;;
830;53;9;3;7;;;;;;;;;26;;1;;;;;;1;1
831;54;3;;;;;;;;;;;16;;;2;;;;;1;
833;55;;1;;;;;;1;;;;3;;;;;;;;;
834;152;5;2;3;4;1;2;5;4;;4;;34;2;3;13;;;;2;;18
835;3;2;1;;;;;;;;;;;;;;;;;;;
836;16;;1;;;;;;;;;;6;;;;;;;;;
838;12;;;;;;;;;;;;;;;;;;;;;
840;97;3;1;3;2;;1;;;;;;;;;;;;;;;
841;94;1;1;2;1;;1;3;2;;;;20;;1;;;;;;;
842;188;1;1;1;1;1;3;2;4;;4;;201;;2;9;;;;;;10
843;73;;;;;;1;2;1;;;;10;;1;6;;;;;;2
844;20;;;;;;;;;;;;;;;;;;;;;
845;7;;;;;;;3;;;;;1;;;;;;;;;
846;8;;;1;;;;;;;;;1;;;;;;;;;
847;9;2;1;;;;;;;;;;1;;;;;;;;;
848;33;3;;;;;;4;;;;;;;1;;;;;;1;
849;136;13;5;6;2;4;1;5;3;;2;1;58;;3;12;;;;;;14
850;40;2;;4;;;3;;;;;;77;;;;;;;;;
851;84;;1;3;1;;1;2;;;3;;13;;;;;;;;5;
852;33;1;1;3;;;;;;;;;17;;;;;;;;;
854;15;7;1;;;;;;;;;;;;;;;;;;;
855;130;1;;2;2;;1;6;3;1;2;;24;1;3;13;2;1;;2;1;11
856;80;3;1;;2;;2;1;;;;;17;;;;;;;;;
857;52;2;1;;;;;1;;;;;10;;;;;;;;;
858;7;;;4;;;;;;;;;1;;;;;;;;;
859;6;;;2;;;;;;;;;;;;;;;;;;
860;27;;1;;;;;;;;;;16;;;1;;;;;;
861;92;3;1;3;2;2;1;2;1;;2;;12;;1;2;;;;;1;3
862;20;1;;2;;;;;;;;;4;;;;;;;;;
863;15;;;;;;;;;;;;;;;;;;1;;;
864;5;;;;;;;;;;;;;;;;;;;;;
865;4;;1;;;;;;;;;;;;;;;;;;;
866;92;3;3;1;1;;5;1;2;;;;6;;2;5;3;1;;;;3
867;61;;;3;;;1;5;1;;;1;18;;2;7;;;1;;;4
868;113;3;3;;;;;;;;;;36;;;;;;;;;3
869;42;1;;;;;1;;;;;;12;;2;;;;;;;
870;99;;1;;;2;1;3;;;1;;28;;2;7;;;;;;1
871;48;;;;;;;;;;;;34;;;;;;;;2;
872;17;1;;;;;;;;;;;;;;;;;;;;
873;81;5;2;;;;;2;;;;;10;;;;;;;;;2
874;286;13;3;4;7;;2;8;2;7;2;1;91;;12;7;;;1;1;2;5
875;54;1;1;;1;1;2;2;;;;;12;;;;;;;;;1
876;5;;;;;;;;2;;;;;;;;;;;;;
877;40;;;2;;1;2;1;;;;;8;;;;;;;;;
878;87;;3;2;2;;1;1;3;;3;;17;;1;7;;;;;;6
879;21;;1;;;;;;;;;;;;;;;;;;;
880;49;2;;3;1;;1;1;;;2;;62;;1;;;;;;;
882;14;;;;;;;;;;;;;;;;;;;;;
884;2;;;;;;;;;;;;;;;;;;;;;
885;62;4;1;5;;;;;;;;;14;;;;;;;;;
886;19;2;1;;;;;;;;;;;;;;;;;;;
888;7;;;;;;;;;;;;;;;;;;;;;
889;6;;;;;;;;;;;;;;;;;;;;;
890;21;;;;;;;;;;;;2;;;;;;;;;
891;96;1;1;;1;;1;2;2;;;;11;;2;3;;;;;;
892;27;2;;3;;;;;;;;;11;;;;;;;;;
893;8;;2;;;;;;;;;;;;;;;;;;;
894;81;5;2;;1;;1;2;2;;1;;21;;;6;;;;;;
895;21;;;4;;;;;;;;;;;;;;;;;;
896;54;;1;;;;;3;2;;;;16;;1;;;;;;;2
898;33;;;;;;;;;;;;34;;;;;;;;;
899;49;3;;;;;;;;;;;22;;;;;;;;;
900;37;1;;4;;;;;;;;;2;;;;;;;;;
901;61;1;1;2;;;;;;;;;1;;;;;;;;;
902;20;;;;;;;;;;;;25;;;;;;;;;1
903;13;2;;2;;;;;;;;;;;;;;;;;;
904;5;;;;;;;;;;;;2;;;;;;;;;
905;33;1;2;;;;;;;;;;16;;;;;;;;;
906;27;4;3;;;;;;;;;;5;;;;;;;;;
908;43;;;;;;;1;;;;;17;;;;;;;;;1
909;77;3;1;;1;;1;2;3;1;4;;14;;1;;;;;;;4
910;78;2;;2;3;;2;6;2;;1;;26;;1;6;;;;;;1
911;56;3;2;2;;;1;;;;;;6;;;;;;;;;1
912;13;;;;;;;3;;;;;;;;;;;;;;
914;39;;1;3;;;;;;;;;12;;;;;;;;;
915;16;9;3;;;;;;;;;;2;;;;;;;;;
916;16;3;1;;;;;;;;;;;;;;;;;;;
917;23;;1;4;;;;1;;;;;1;;1;;;;;;1;
918;18;5;2;;;;;;;;;;;;;;;;;;;
919;57;2;;3;;;;;4;1;;;37;;;;;;;;;
920;60;8;2;1;1;;3;2;2;;2;;16;;;8;;;;;;1
921;9;;;;;;;;;;;;;;;;;;;;;
922;17;1;;4;;;;;;;;;;;;;;;;;;
923;61;4;1;;;;;;;;;;5;;;;;;;;;
924;17;1;1;;;;;;;;;;;;;;;;;;;
925;71;4;2;;;;1;;;;1;;15;;1;1;;;;;;
926;70;2;6;4;;;;7;3;3;1;;11;;1;;;;;;1;
927;18;;;;;;;;;;;;14;;;;;;;;;
928;235;12;5;4;3;;2;5;3;2;4;;53;;5;15;3;;2;;2;6
931;28;;1;5;;;;1;1;;;;14;;;;;;;;;1
932;20;;;5;;;;2;;;;;11;;;;;;;;;
933;120;;2;;1;2;1;3;;;4;;12;;2;9;;;2;;2;5
934;41;;;14;1;;1;3;;;2;;24;;;;;;;;1;
935;34;2;;;1;;;;2;;;;4;;;;;;;;;
936;16;;1;;;1;1;2;;2;1;1;3;;1;;;;;;;
937;47;2;2;;;;1;2;;;;;14;;;;;;;;;
938;30;6;2;2;;;;;;;;;6;;;;;;;;;
939;30;;;3;1;;1;3;;;;;5;;;;;;;;;
940;16;;;;;;;;;;;;;;;;;;;;;
941;48;;;6;;;;;;;;;9;;;;;;;;;
942;24;1;;1;;;;;;;;;1;;;;;;;;;
943;3;1;;;;;;;;;;;;;;;;;;;;
944;59;;1;1;;;;3;1;;;1;9;;1;2;;;;;;
946;243;14;3;11;7;;4;3;4;5;4;2;89;5;12;26;;;2;3;7;10
947;90;4;2;1;;;1;6;2;;3;;4;;2;;;;;;;
949;103;3;2;4;1;;1;2;;;;;8;;1;3;;;;;;
950;2;;;;;;;;;;;;;;;;;;;;;
951;6;;;;;;;;;;;;;;;;;;;;;
952;59;;1;2;;;;;;;;;17;;;;;;;;;
953;42;;1;;1;;4;4;;;;;14;;;;;;;;;
955;41;1;;;;;;;;;;;5;;;;;;;;;
956;84;1;;;1;;;;;;;;14;;1;;;;;;;5
957;21;;;;;;;;;;;;3;;;;;;;;;
958;54;1;3;3;1;5;1;3;1;;;;18;;1;1;;;;;;2
959;11;;;;;;;;;;;;;;;;;;;;;
960;12;2;2;3;;;;;;;;;;;;;;;;;;
961;55;;;4;;;;3;5;4;2;1;17;1;2;2;;;;;2;
962;4;;;;;;;;;;;;;;;;;;;;;
963;9;;;;;;;;;;;;;;;;;;;;;
964;3;;;;;;;;;;;;;;;;;;;;;
966;33;;1;;;;;1;;1;1;;2;;;;;;;;;
967;127;;2;;1;6;1;3;2;;2;;30;;1;11;;;1;;;3
968;15;1;1;;;;;;;;;;5;;;;;;;;;
969;84;;;;;;;2;2;;;;9;;;;;;;;;1
970;20;2;3;;;;;;;;;;;;;;;;;;;
971;20;;1;1;;;;;;;;;1;;;;;;;;;
972;31;;2;4;;;1;1;;;;;8;;;;;;;;;
973;28;;;2;2;;;1;;;;;;;;;;;;;;
974;40;1;;;;;1;;;;;;5;;;;;;;;;
975;9;;;;;;;;;;;;;;;;;;;;;
976;15;;;;;;;;;;;;1;;;;;;;;;
977;63;3;3;1;2;;1;3;1;;;;9;;1;;;;;;;1
978;4;;;;;;;;;;;;;;;;;;;;;
979;90;4;2;4;1;;3;2;2;;;1;10;;;6;;;;;;2
981;37;1;;4;;;;2;2;;;;14;;;;;;;;;
982;173;3;1;2;;;1;;;;;;8;;;;;;;;;1
984;31;3;2;5;;;;;;;;;7;;;;;;;;1;
985;29;1;1;;1;;;;;;;;14;;;;;;;;;
986;159;1;2;2;;;;;;;;;17;;;;;;;;1;2
987;26;;1;3;2;;1;1;;;;;5;;;;;;;;;
988;34;2;;;;;;;;;;;3;;1;;;;;;1;
989;52;3;1;;;1;2;2;;;;;7;;;;;;;;;
991;98;7;1;5;7;;3;4;4;;;1;5;;3;8;;2;;;2;7
993;18;;4;2;;;;;;;;;2;;;;;;;;;
994;13;;1;;;;;;;;;;1;;;;;;;;;
995;102;11;2;1;1;;2;2;3;;2;;62;;4;7;;;;;5;12
996;173;1;2;3;1;;2;4;2;4;;;21;;;;;;;;1;
997;33;3;;2;;;;;;;;;2;;;;;;;;;
998;54;;;2;;;;;;;;;1;;;;;;;;;
999;176;16;2;;3;;1;3;3;;1;;42;;2;;;;1;1;6;3
1000;82;3;2;;;5;;2;;;;;51;;;;;;;;1;
1001;16;2;;;;;;;;;;;21;;;;;;;;;
1002;15;;2;;;;;;;;;;;;;;;;;;;
1003;10;;;2;;;;;;;;;1;;;;;;;;;
1004;87;4;;;;5;;;;;;;17;;;;;;;;;1
1005;55;2;1;9;1;;5;1;3;1;3;;21;;;1;;;;;;2
1006;31;;;;;;;;;;;;4;;;;;;;;;
1007;65;9;;5;;;;1;;;;;27;;;;;;;;;
1008;228;2;3;5;;1;;1;3;;;;34;;1;1;;;;;;4
1009;15;;;;;;;;;;;;2;;;;;;;;;
1012;42;9;5;1;1;;2;;;;;;9;;;;;;;;;2
1013;81;2;2;1;1;;1;2;4;1;2;;23;;;9;;;;;;
1014;48;1;1;;;;;;;;;;17;;;;;;;;;
1015;16;;;4;;;;;;;;;10;;;;;;;;;
1016;61;5;;;;;;1;;;;;18;;;;;;;;;
1017;29;4;2;;;;;;;;;;22;;;;;;;;;
1018;15;;;1;;;;;;;;;;;;;;;;;;
1019;26;1;1;;;;;;;;;;;;;;;;;;;
1020;135;;3;4;2;;4;6;5;4;4;1;13;;1;14;;2;1;;1;8
1021;98;2;3;3;1;3;;4;3;;3;2;9;;2;;;;;;;2
1022;19;2;;;;;;;;;1;;;;;;;;;;;
1023;59;;1;12;2;;1;1;2;1;;;8;;;6;;;;;1;
1024;25;;1;;;;;2;;;;;12;;;;;;;;;
1025;12;;1;4;;;;;;;;;4;;;;;;;;;
1026;36;;;;;;;;;;;;2;;;;;;;;3;
1027;116;;5;7;3;1;3;3;3;;3;;41;;2;;;;;;;
1028;79;;;2;;;;1;;;;;1;;;;;;;;;1
1029;13;;;;;;;;;;;;1;;;;;;;;;
1030;99;4;2;;2;;4;3;3;2;3;1;15;1;1;12;1;;1;;1;5
1031;28;5;;;;;;;;;;;21;;;;;;;;;1
1032;27;;2;;;;;2;;;;;29;;;;;;;;;1
1033;72;6;;3;;;;;;;;;27;;;;;;1;;1;
1034;120;;1;;4;;1;2;1;;;1;23;;1;1;;;;;;
1035;43;1;1;1;;1;1;2;2;;1;;19;;;;;;;;1;1
1037;84;;3;;;;;2;;;;;14;;;;;;;;;
1038;13;;1;;;;;;;;;;1;;;;;;;;;
1040;4;2;;;;;;;;;;;;;;;;;;;;
1041;35;1;2;;;;;;;;;;9;;;;;;;;;4
1043;97;2;;;;2;1;2;;;2;;26;;2;10;6;;;;6;4
1044;99;1;;;;;;;;;;;;;;;;;;;;
1045;39;3;7;3;;;;;;;;;10;;;;;;;;;
1046;52;;2;;;;;1;;;;;17;;;3;;;1;;;
1047;12;;;;;;;;;;;;2;;;;;;;;;
1049;19;;1;3;;;;;;;;;;;;;;;;;;
1050;9;;1;;;;;;;;;;;;;;;;;;;
1051;113;1;2;;2;;1;2;2;;1;;52;;1;;;;;;;
1053;13;1;1;;;;;;;;;;;;;;;;;;;
1054;43;2;3;5;1;;2;;5;;;;6;;;;;;;;;
1055;123;;3;3;;;3;;;;;;10;;;;;;;;;
1057;25;1;1;;;;;1;;;;;9;;;1;;;;;;1
1060;58;5;3;8;;;;;;;;;8;;;;;;;;6;
1061;17;1;1;;2;;;9;;;;;1;;;;;;;;;
1062;68;;4;6;;;;2;2;;2;;13;;2;8;5;;;;;
1063;18;2;;;;;;;;;;;;;;;;;;;;
1064;5;;;;;;;;;;;;;;;;;;;;;
1065;2;;1;;;;;;;;;;;;;;;;;;;
1066;72;3;5;10;2;3;1;3;;4;2;;15;5;12;6;9;1;2;4;;
1067;21;2;;;;;;;;;;;1;;;;;;;;;
1068;34;2;;1;;;;;;;;;2;;;;;;;;;
1069;46;;1;;;;;;;;;;12;;;;;;;;;
1070;65;;1;;3;;1;2;;;;;13;;;1;;;;;;6
1071;67;4;4;;;;1;2;;;;;18;;;;;;;;;1
1072;70;;1;;1;;;3;1;;3;;18;;;1;;;;;;
1073;43;;;;;;1;1;;;;;22;;;;;;;;;1
1074;64;6;2;2;2;;;3;1;;2;;55;;;;;;2;;1;1
1076;115;;2;;1;;1;;;;;;29;;1;;;;;;;4
1077;8;;;1;;;;;;;;;;;;;;;;;;
1079;28;;1;;;;;1;;;;;13;;;;;;;;;
1080;38;1;1;;1;;1;3;1;;;;19;;1;;;;;;;
1081;85;9;2;5;1;1;2;1;;;1;;31;;1;3;;;;;;
1082;46;;4;4;1;;2;3;;;;;15;;;;;;;;;
1083;35;;1;;2;;;4;;;;;14;;1;;;;;;;2
1085;23;;;;1;;1;2;;;;;2;;;;;;;;;
1086;56;3;1;;3;;2;2;;;1;;9;;1;;;;;;;1
1087;135;3;1;;1;;1;2;;;;;14;;;;;;;;;
1089;23;;;;;;;;;;;;19;;;;;;;;;
1090;36;1;2;;;;;;;;;;9;;;;;;;;;1
1091;15;;;;;;;;;;;;;;;;;;;;;
1092;14;4;;;;;;;;;;;;;;;;;;;;
1093;24;;2;;;;;2;;;;;15;;;;;;;;;
1094;46;;3;;;;1;2;1;;;;7;;;;;;;;;
1095;34;;;2;;;;3;;;;;2;;;;;;;;;
