code_module;code_presentation;id_student;gender;region;highest_education;imd_band;age_band;num_of_prev_attempts;studied_credits;disability;final_result
FFF;2014J;582653;M;South Region;A Level or Equivalent;30-40%;0-35;0;60;N;Pass
FFF;2014J;582670;M;South Region;Lower Than A Level;90-100%;35-55;0;60;Y;Fail
FFF;2014J;582749;M;South Region;Lower Than A Level;80-90%;0-35;0;90;N;Withdrawn
FFF;2014J;583056;M;Ireland;A Level or Equivalent;60-70%;0-35;1;60;N;Fail
FFF;2014J;583318;M;South Region;A Level or Equivalent;40-50%;0-35;0;90;Y;Pass
FFF;2014J;583487;M;Scotland;Lower Than A Level;90-100%;35-55;0;60;N;Pass
FFF;2014J;584210;M;South West Region;Lower Than A Level;70-80%;0-35;1;60;N;Withdrawn
FFF;2014J;584362;M;West Midlands Region;A Level or Equivalent;50-60%;0-35;1;120;N;Withdrawn
FFF;2014J;584515;F;Yorkshire Region;A Level or Equivalent;0-10%;0-35;0;60;N;Pass
FFF;2014J;584594;M;South East Region;A Level or Equivalent;40-50%;0-35;1;60;N;Withdrawn
FFF;2014J;584673;M;London Region;A Level or Equivalent;oct-20;0-35;1;90;N;Fail
FFF;2014J;585021;M;North Western Region;A Level or Equivalent;60-70%;0-35;0;180;N;Withdrawn
FFF;2014J;585224;M;Wales;Lower Than A Level;50-60%;0-35;1;60;N;Pass
FFF;2014J;585261;M;North Western Region;HE Qualification;20-30%;35-55;0;60;N;Pass
FFF;2014J;585284;M;Yorkshire Region;Lower Than A Level;0-10%;0-35;0;120;N;Pass
FFF;2014J;585301;M;North Region;A Level or Equivalent;30-40%;0-35;1;120;N;Withdrawn
FFF;2014J;585503;M;North Region;HE Qualification;;35-55;0;120;N;Distinction
FFF;2014J;585572;M;East Midlands Region;Lower Than A Level;0-10%;0-35;0;120;N;Fail
FFF;2014J;585724;M;Yorkshire Region;Lower Than A Level;0-10%;35-55;1;90;N;Fail
FFF;2014J;585825;M;Wales;Lower Than A Level;80-90%;0-35;1;60;N;Withdrawn
FFF;2014J;585958;M;South West Region;Lower Than A Level;90-100%;0-35;0;90;Y;Pass
FFF;2014J;586282;F;East Midlands Region;Lower Than A Level;20-30%;0-35;0;240;N;Withdrawn
FFF;2014J;586811;M;South Region;A Level or Equivalent;90-100%;0-35;1;60;N;Fail
FFF;2014J;586906;M;Scotland;HE Qualification;30-40%;0-35;2;60;Y;Pass
FFF;2014J;587509;M;East Midlands Region;A Level or Equivalent;80-90%;0-35;0;150;N;Fail
FFF;2014J;587571;M;London Region;A Level or Equivalent;0-10%;35-55;0;60;N;Distinction
FFF;2014J;587654;M;South Region;A Level or Equivalent;80-90%;35-55;0;60;N;Withdrawn
FFF;2014J;587706;M;Scotland;HE Qualification;oct-20;0-35;0;60;N;Fail
FFF;2014J;588128;M;East Anglian Region;A Level or Equivalent;oct-20;0-35;1;90;N;Pass
FFF;2014J;588628;M;South West Region;A Level or Equivalent;60-70%;55<=;0;60;N;Pass
FFF;2014J;589080;M;North Region;HE Qualification;;0-35;0;60;N;Distinction
FFF;2014J;589162;M;London Region;A Level or Equivalent;0-10%;0-35;0;60;N;Pass
FFF;2014J;589332;F;Scotland;A Level or Equivalent;40-50%;35-55;0;90;N;Pass
FFF;2014J;589389;M;South West Region;Lower Than A Level;40-50%;0-35;0;90;N;Pass
FFF;2014J;589441;M;South Region;Lower Than A Level;70-80%;0-35;1;90;N;Withdrawn
FFF;2014J;589798;M;East Anglian Region;Lower Than A Level;30-40%;0-35;1;210;N;Withdrawn
FFF;2014J;589828;M;East Anglian Region;Lower Than A Level;60-70%;0-35;1;60;Y;Pass
FFF;2014J;590120;F;Scotland;HE Qualification;40-50%;0-35;0;60;N;Pass
FFF;2014J;590381;M;East Anglian Region;Lower Than A Level;20-30%;0-35;0;120;N;Withdrawn
FFF;2014J;590462;M;North Western Region;A Level or Equivalent;0-10%;0-35;1;120;N;Withdrawn
FFF;2014J;590543;M;South Region;Lower Than A Level;40-50%;0-35;1;60;N;Fail
FFF;2014J;590818;M;West Midlands Region;A Level or Equivalent;80-90%;0-35;0;60;N;Fail
FFF;2014J;591525;M;South East Region;A Level or Equivalent;70-80%;35-55;0;120;N;Pass
FFF;2014J;591581;M;South East Region;Lower Than A Level;oct-20;0-35;1;150;N;Pass
FFF;2014J;591655;M;North Region;Lower Than A Level;70-80%;0-35;1;90;N;Fail
FFF;2014J;591746;M;Wales;HE Qualification;90-100%;0-35;0;120;N;Withdrawn
FFF;2014J;591946;M;Wales;A Level or Equivalent;oct-20;0-35;1;90;N;Pass
FFF;2014J;592218;F;South West Region;A Level or Equivalent;90-100%;35-55;0;60;N;Pass
FFF;2014J;592233;M;Yorkshire Region;Lower Than A Level;60-70%;0-35;0;60;N;Withdrawn
FFF;2014J;592295;M;South Region;Lower Than A Level;90-100%;0-35;0;60;Y;Pass
FFF;2014J;592558;M;North Western Region;Lower Than A Level;20-30%;0-35;0;60;N;Pass
FFF;2014J;592657;F;London Region;Lower Than A Level;oct-20;35-55;0;120;Y;Withdrawn
FFF;2014J;592939;M;Scotland;HE Qualification;0-10%;0-35;2;90;N;Pass
FFF;2014J;593136;F;West Midlands Region;A Level or Equivalent;50-60%;0-35;0;60;N;Pass
FFF;2014J;593563;M;South Region;Lower Than A Level;90-100%;35-55;1;90;N;Pass
FFF;2014J;593722;M;London Region;Lower Than A Level;20-30%;0-35;0;60;N;Fail
FFF;2014J;593796;F;East Anglian Region;Lower Than A Level;40-50%;0-35;0;60;Y;Distinction
FFF;2014J;594065;M;South East Region;A Level or Equivalent;40-50%;0-35;0;60;N;Distinction
FFF;2014J;594122;M;North Region;A Level or Equivalent;20-30%;0-35;1;120;N;Pass
FFF;2014J;594229;M;South West Region;Lower Than A Level;oct-20;35-55;0;60;N;Pass
FFF;2014J;594258;M;North Western Region;Lower Than A Level;0-10%;0-35;1;90;Y;Fail
FFF;2014J;594406;M;North Western Region;HE Qualification;0-10%;0-35;1;180;N;Fail
FFF;2014J;594615;M;Wales;Lower Than A Level;80-90%;35-55;1;60;N;Fail
FFF;2014J;594636;M;South Region;Lower Than A Level;60-70%;0-35;1;120;Y;Pass
FFF;2014J;595246;M;North Western Region;Lower Than A Level;20-30%;0-35;1;60;N;Withdrawn
FFF;2014J;595262;M;West Midlands Region;Lower Than A Level;0-10%;0-35;0;90;N;Withdrawn
FFF;2014J;595673;M;South Region;A Level or Equivalent;50-60%;35-55;0;120;N;Withdrawn
FFF;2014J;595676;M;London Region;Lower Than A Level;oct-20;35-55;1;60;N;Fail
FFF;2014J;595721;M;London Region;Lower Than A Level;50-60%;0-35;0;120;N;Pass
FFF;2014J;595943;M;South Region;A Level or Equivalent;90-100%;0-35;0;60;N;Pass
FFF;2014J;596052;M;South East Region;Lower Than A Level;20-30%;0-35;0;120;Y;Withdrawn
FFF;2014J;596203;F;North Region;Lower Than A Level;0-10%;35-55;0;90;N;Withdrawn
FFF;2014J;596243;M;East Anglian Region;Lower Than A Level;oct-20;0-35;1;60;Y;Pass
FFF;2014J;596245;M;South East Region;A Level or Equivalent;0-10%;0-35;0;120;N;Withdrawn
FFF;2014J;596253;M;East Anglian Region;Lower Than A Level;70-80%;0-35;0;60;N;Pass
FFF;2014J;596464;M;Scotland;Lower Than A Level;0-10%;0-35;0;90;N;Withdrawn
FFF;2014J;596693;M;West Midlands Region;Lower Than A Level;0-10%;0-35;1;120;N;Withdrawn
FFF;2014J;596758;M;East Midlands Region;Lower Than A Level;30-40%;0-35;0;60;N;Pass
FFF;2014J;596805;M;Scotland;HE Qualification;;0-35;2;60;N;Withdrawn
FFF;2014J;597391;M;South East Region;A Level or Equivalent;90-100%;0-35;0;120;N;Withdrawn
FFF;2014J;597740;M;South West Region;Lower Than A Level;80-90%;0-35;0;60;N;Pass
FFF;2014J;597937;M;South Region;Lower Than A Level;50-60%;0-35;0;60;N;Fail
FFF;2014J;598308;M;Ireland;Post Graduate Qualification;;0-35;1;90;N;Pass
FFF;2014J;598442;M;North Western Region;A Level or Equivalent;30-40%;0-35;0;120;N;Withdrawn
FFF;2014J;598540;M;North Western Region;Lower Than A Level;80-90%;35-55;0;90;N;Pass
FFF;2014J;598559;M;Yorkshire Region;A Level or Equivalent;30-40%;0-35;0;60;Y;Pass
FFF;2014J;598582;M;Scotland;A Level or Equivalent;0-10%;0-35;0;60;N;Withdrawn
FFF;2014J;598757;M;South Region;A Level or Equivalent;90-100%;35-55;1;90;N;Fail
FFF;2014J;598939;M;London Region;Lower Than A Level;40-50%;35-55;0;120;N;Withdrawn
FFF;2014J;599007;M;South East Region;A Level or Equivalent;80-90%;0-35;0;90;N;Withdrawn
FFF;2014J;599297;M;Yorkshire Region;A Level or Equivalent;oct-20;0-35;1;120;N;Fail
FFF;2014J;599865;M;South East Region;A Level or Equivalent;30-40%;35-55;0;60;N;Fail
FFF;2014J;600071;M;North Region;Post Graduate Qualification;;35-55;0;60;N;Pass
FFF;2014J;600405;M;Wales;Lower Than A Level;90-100%;0-35;1;120;N;Fail
FFF;2014J;600615;M;South West Region;Lower Than A Level;0-10%;0-35;1;60;N;Withdrawn
FFF;2014J;600773;M;London Region;Lower Than A Level;30-40%;0-35;0;60;N;Withdrawn
FFF;2014J;600893;F;Yorkshire Region;Lower Than A Level;0-10%;0-35;1;180;N;Fail
FFF;2014J;601008;M;Wales;Lower Than A Level;50-60%;0-35;1;180;N;Pass
FFF;2014J;601180;M;Scotland;HE Qualification;70-80%;35-55;1;60;N;Fail
FFF;2014J;601235;M;East Anglian Region;Lower Than A Level;80-90%;0-35;0;120;N;Pass
FFF;2014J;601271;M;South West Region;Lower Than A Level;40-50%;0-35;1;60;Y;Fail
FFF;2014J;601680;M;London Region;A Level or Equivalent;0-10%;0-35;0;60;N;Withdrawn
FFF;2014J;601820;M;North Region;HE Qualification;;0-35;0;120;N;Pass
FFF;2014J;602502;M;Scotland;A Level or Equivalent;70-80%;0-35;1;120;Y;Fail
FFF;2014J;602594;M;South Region;Lower Than A Level;60-70%;0-35;0;60;N;Pass
FFF;2014J;603423;M;North Region;A Level or Equivalent;0-10%;35-55;1;60;N;Fail
FFF;2014J;603648;M;Scotland;HE Qualification;90-100%;0-35;0;60;N;Pass
FFF;2014J;603931;M;North Region;Lower Than A Level;oct-20;0-35;1;60;N;Withdrawn
FFF;2014J;604142;M;West Midlands Region;Lower Than A Level;0-10%;0-35;1;120;N;Withdrawn
FFF;2014J;604567;M;Scotland;HE Qualification;60-70%;35-55;0;60;N;Pass
FFF;2014J;604614;M;London Region;A Level or Equivalent;30-40%;0-35;1;120;N;Pass
FFF;2014J;604652;F;East Midlands Region;Lower Than A Level;40-50%;35-55;0;300;N;Withdrawn
FFF;2014J;604907;M;North Western Region;Lower Than A Level;20-30%;0-35;0;60;N;Fail
FFF;2014J;605091;M;South East Region;No Formal quals;20-30%;0-35;1;60;N;Fail
FFF;2014J;605180;M;North Region;A Level or Equivalent;oct-20;0-35;0;60;N;Pass
FFF;2014J;605228;F;London Region;Lower Than A Level;70-80%;0-35;2;120;N;Fail
FFF;2014J;605394;M;North Western Region;A Level or Equivalent;80-90%;0-35;1;90;N;Fail
FFF;2014J;605682;M;North Region;A Level or Equivalent;70-80%;0-35;0;60;N;Pass
FFF;2014J;606257;F;North Region;HE Qualification;;0-35;0;120;N;Pass
FFF;2014J;606293;F;Scotland;HE Qualification;70-80%;35-55;0;120;N;Withdrawn
FFF;2014J;606428;M;North Region;A Level or Equivalent;oct-20;0-35;1;60;N;Withdrawn
FFF;2014J;606805;M;London Region;A Level or Equivalent;40-50%;0-35;1;90;N;Withdrawn
FFF;2014J;606904;F;South Region;A Level or Equivalent;80-90%;0-35;1;90;N;Fail
FFF;2014J;607243;M;London Region;Lower Than A Level;20-30%;0-35;0;60;Y;Pass
FFF;2014J;607303;F;West Midlands Region;Lower Than A Level;60-70%;35-55;0;60;N;Pass
FFF;2014J;607501;M;London Region;A Level or Equivalent;50-60%;0-35;0;60;N;Pass
FFF;2014J;607533;F;South West Region;Lower Than A Level;oct-20;0-35;1;90;N;Withdrawn
FFF;2014J;607679;M;Wales;A Level or Equivalent;oct-20;0-35;0;90;N;Pass
FFF;2014J;607700;M;Ireland;A Level or Equivalent;;35-55;0;90;N;Pass
FFF;2014J;607733;F;London Region;A Level or Equivalent;60-70%;0-35;0;90;N;Withdrawn
FFF;2014J;607866;M;South Region;Lower Than A Level;40-50%;0-35;1;60;Y;Pass
FFF;2014J;608248;M;Yorkshire Region;A Level or Equivalent;80-90%;0-35;1;90;N;Fail
FFF;2014J;609142;F;East Anglian Region;A Level or Equivalent;70-80%;35-55;0;60;N;Distinction
FFF;2014J;609240;M;West Midlands Region;HE Qualification;30-40%;35-55;0;60;N;Pass
FFF;2014J;611465;M;Yorkshire Region;Lower Than A Level;70-80%;0-35;1;120;N;Withdrawn
FFF;2014J;611603;M;West Midlands Region;A Level or Equivalent;0-10%;0-35;0;60;N;Pass
FFF;2014J;612763;M;London Region;Lower Than A Level;30-40%;35-55;0;60;N;Withdrawn
FFF;2014J;612842;F;East Midlands Region;A Level or Equivalent;70-80%;35-55;0;60;N;Pass
FFF;2014J;613165;F;Yorkshire Region;A Level or Equivalent;20-30%;0-35;0;120;N;Pass
FFF;2014J;613330;F;London Region;Lower Than A Level;oct-20;35-55;0;60;N;Pass
FFF;2014J;613634;M;South Region;Lower Than A Level;60-70%;0-35;0;60;Y;Pass
FFF;2014J;613899;M;North Region;Lower Than A Level;;35-55;0;120;N;Distinction
FFF;2014J;613966;M;Scotland;A Level or Equivalent;20-30%;0-35;0;60;N;Fail
FFF;2014J;614059;M;South Region;HE Qualification;90-100%;35-55;1;60;Y;Pass
FFF;2014J;614984;M;South West Region;Lower Than A Level;0-10%;35-55;1;60;N;Pass
FFF;2014J;615266;F;South Region;A Level or Equivalent;30-40%;0-35;0;120;N;Distinction
FFF;2014J;615299;F;Wales;A Level or Equivalent;40-50%;0-35;0;60;N;Distinction
FFF;2014J;615301;F;Wales;A Level or Equivalent;0-10%;0-35;0;60;N;Pass
FFF;2014J;615302;M;Wales;A Level or Equivalent;oct-20;0-35;0;60;N;Pass
FFF;2014J;615306;M;Wales;Lower Than A Level;30-40%;35-55;0;60;N;Pass
FFF;2014J;615328;F;Wales;A Level or Equivalent;oct-20;0-35;0;60;N;Withdrawn
FFF;2014J;615340;F;Wales;A Level or Equivalent;oct-20;0-35;0;60;N;Pass
FFF;2014J;615342;F;Wales;A Level or Equivalent;30-40%;0-35;0;60;N;Pass
FFF;2014J;615356;F;Wales;A Level or Equivalent;90-100%;0-35;0;60;N;Pass
FFF;2014J;616517;M;London Region;A Level or Equivalent;90-100%;0-35;1;120;N;Distinction
FFF;2014J;616912;M;North Western Region;Lower Than A Level;20-30%;0-35;0;60;N;Distinction
FFF;2014J;617010;F;North Western Region;A Level or Equivalent;0-10%;0-35;1;60;N;Pass
FFF;2014J;617119;F;Wales;A Level or Equivalent;80-90%;35-55;0;60;N;Pass
FFF;2014J;617130;M;Ireland;A Level or Equivalent;90-100%;0-35;1;120;N;Withdrawn
FFF;2014J;617150;M;South East Region;Lower Than A Level;20-30%;0-35;0;90;N;Withdrawn
FFF;2014J;617332;M;Wales;A Level or Equivalent;40-50%;0-35;1;120;N;Fail
FFF;2014J;617436;M;East Anglian Region;Lower Than A Level;30-40%;0-35;0;90;N;Withdrawn
FFF;2014J;617580;F;South Region;Lower Than A Level;40-50%;0-35;0;60;Y;Pass
FFF;2014J;617783;M;East Midlands Region;HE Qualification;oct-20;0-35;0;60;N;Fail
FFF;2014J;617922;M;Scotland;A Level or Equivalent;0-10%;35-55;0;60;N;Pass
FFF;2014J;618252;M;Yorkshire Region;A Level or Equivalent;0-10%;35-55;0;90;N;Withdrawn
FFF;2014J;618663;F;West Midlands Region;A Level or Equivalent;20-30%;0-35;0;60;N;Pass
FFF;2014J;619204;F;South Region;Lower Than A Level;60-70%;0-35;1;90;N;Pass
FFF;2014J;619292;M;North Region;A Level or Equivalent;;35-55;0;60;N;Distinction
FFF;2014J;619321;M;West Midlands Region;Lower Than A Level;60-70%;0-35;0;60;N;Pass
FFF;2014J;619502;M;Scotland;HE Qualification;oct-20;0-35;1;60;N;Pass
FFF;2014J;619863;F;South East Region;HE Qualification;90-100%;0-35;0;120;N;Withdrawn
FFF;2014J;619887;M;East Midlands Region;Lower Than A Level;50-60%;0-35;1;120;N;Withdrawn
FFF;2014J;620094;F;London Region;HE Qualification;90-100%;35-55;0;90;N;Distinction
FFF;2014J;620112;M;South East Region;Lower Than A Level;60-70%;0-35;1;60;N;Withdrawn
FFF;2014J;620269;M;East Midlands Region;A Level or Equivalent;70-80%;0-35;0;60;Y;Pass
FFF;2014J;620349;M;South East Region;A Level or Equivalent;50-60%;0-35;0;60;N;Withdrawn
FFF;2014J;620431;M;South Region;A Level or Equivalent;30-40%;0-35;1;60;N;Pass
FFF;2014J;620740;M;South East Region;A Level or Equivalent;90-100%;35-55;0;60;N;Pass
FFF;2014J;620750;F;South East Region;Lower Than A Level;30-40%;0-35;1;60;N;Withdrawn
FFF;2014J;620810;M;London Region;A Level or Equivalent;40-50%;35-55;0;60;N;Pass
FFF;2014J;620824;M;London Region;A Level or Equivalent;0-10%;0-35;1;90;N;Fail
FFF;2014J;621307;M;London Region;No Formal quals;20-30%;0-35;1;120;N;Withdrawn
FFF;2014J;622029;M;West Midlands Region;Lower Than A Level;50-60%;35-55;0;120;N;Withdrawn
FFF;2014J;622275;M;South East Region;Lower Than A Level;oct-20;0-35;0;60;N;Withdrawn
FFF;2014J;622362;M;North Western Region;Lower Than A Level;0-10%;0-35;0;60;N;Withdrawn
FFF;2014J;622481;M;North Western Region;Lower Than A Level;70-80%;0-35;0;60;N;Distinction
FFF;2014J;622760;M;Yorkshire Region;A Level or Equivalent;80-90%;0-35;0;60;N;Distinction
FFF;2014J;622899;M;London Region;Post Graduate Qualification;30-40%;35-55;1;90;N;Withdrawn
FFF;2014J;622910;M;Ireland;Lower Than A Level;30-40%;35-55;0;60;N;Withdrawn
FFF;2014J;622934;M;Wales;Lower Than A Level;70-80%;35-55;0;60;N;Pass
FFF;2014J;622967;M;Scotland;Lower Than A Level;0-10%;35-55;0;90;N;Fail
FFF;2014J;623166;M;North Western Region;A Level or Equivalent;30-40%;35-55;0;120;Y;Withdrawn
FFF;2014J;623230;M;Scotland;A Level or Equivalent;50-60%;0-35;0;60;N;Withdrawn
FFF;2014J;623471;M;Ireland;Lower Than A Level;40-50%;0-35;0;60;N;Pass
FFF;2014J;623589;F;Yorkshire Region;A Level or Equivalent;20-30%;0-35;0;60;N;Distinction
FFF;2014J;623763;M;South East Region;Lower Than A Level;40-50%;0-35;0;60;N;Withdrawn
FFF;2014J;623765;F;North Western Region;A Level or Equivalent;50-60%;0-35;0;60;N;Pass
FFF;2014J;623917;M;South Region;Lower Than A Level;30-40%;35-55;1;90;N;Withdrawn
FFF;2014J;623945;M;West Midlands Region;HE Qualification;oct-20;0-35;1;60;N;Withdrawn
FFF;2014J;623955;M;South Region;A Level or Equivalent;70-80%;0-35;0;120;N;Fail
FFF;2014J;624282;M;London Region;HE Qualification;20-30%;35-55;0;60;N;Distinction
FFF;2014J;624740;M;West Midlands Region;Lower Than A Level;50-60%;0-35;0;90;N;Withdrawn
FFF;2014J;624864;M;Ireland;A Level or Equivalent;30-40%;0-35;0;120;N;Distinction
FFF;2014J;624970;F;Scotland;HE Qualification;70-80%;0-35;1;60;N;Pass
FFF;2014J;625245;M;South East Region;A Level or Equivalent;0-10%;35-55;0;60;N;Pass
FFF;2014J;625330;M;Scotland;A Level or Equivalent;50-60%;35-55;0;60;N;Withdrawn
FFF;2014J;625515;M;South East Region;Lower Than A Level;60-70%;0-35;0;60;N;Pass
FFF;2014J;625609;M;North Western Region;Lower Than A Level;30-40%;0-35;1;60;N;Fail
FFF;2014J;625743;M;South Region;A Level or Equivalent;50-60%;0-35;0;90;N;Pass
FFF;2014J;625802;M;South West Region;Lower Than A Level;0-10%;0-35;0;120;N;Fail
FFF;2014J;625838;M;East Anglian Region;A Level or Equivalent;40-50%;0-35;0;60;N;Pass
FFF;2014J;626033;M;Ireland;A Level or Equivalent;;0-35;0;150;N;Distinction
FFF;2014J;626349;M;Scotland;A Level or Equivalent;30-40%;0-35;1;60;N;Fail
FFF;2014J;626416;F;South Region;A Level or Equivalent;40-50%;0-35;0;60;Y;Distinction
FFF;2014J;626454;F;London Region;A Level or Equivalent;60-70%;0-35;0;60;N;Pass
FFF;2014J;626477;F;East Midlands Region;Lower Than A Level;40-50%;0-35;0;180;N;Pass
FFF;2014J;626514;M;East Anglian Region;HE Qualification;90-100%;35-55;0;60;N;Pass
FFF;2014J;626539;M;South Region;Lower Than A Level;20-30%;0-35;1;60;N;Withdrawn
FFF;2014J;626552;F;East Midlands Region;A Level or Equivalent;40-50%;0-35;0;300;N;Pass
FFF;2014J;626579;F;West Midlands Region;A Level or Equivalent;oct-20;0-35;0;120;N;Fail
FFF;2014J;627238;M;Scotland;Lower Than A Level;40-50%;0-35;1;90;N;Withdrawn
FFF;2014J;627365;F;South East Region;Lower Than A Level;70-80%;35-55;0;60;N;Distinction
FFF;2014J;627379;M;London Region;Lower Than A Level;30-40%;0-35;1;90;N;Withdrawn
FFF;2014J;627443;M;London Region;Lower Than A Level;0-10%;0-35;0;120;N;Withdrawn
FFF;2014J;627829;M;London Region;Lower Than A Level;30-40%;35-55;1;150;N;Pass
FFF;2014J;627840;M;North Western Region;A Level or Equivalent;70-80%;35-55;1;60;N;Withdrawn
FFF;2014J;628054;M;East Midlands Region;Lower Than A Level;40-50%;35-55;0;150;N;Withdrawn
FFF;2014J;628149;M;Ireland;Lower Than A Level;0-10%;0-35;0;90;N;Pass
FFF;2014J;628157;F;North Western Region;A Level or Equivalent;oct-20;0-35;0;90;N;Pass
FFF;2014J;628308;M;South West Region;Lower Than A Level;20-30%;0-35;0;60;Y;Withdrawn
FFF;2014J;628363;M;South East Region;Lower Than A Level;60-70%;0-35;0;60;N;Fail
FFF;2014J;628383;M;London Region;HE Qualification;20-30%;0-35;0;90;N;Pass
FFF;2014J;628521;M;West Midlands Region;Lower Than A Level;30-40%;0-35;0;120;N;Pass
FFF;2014J;628888;M;East Midlands Region;Lower Than A Level;20-30%;35-55;0;60;N;Pass
FFF;2014J;628964;M;London Region;A Level or Equivalent;30-40%;35-55;0;60;N;Distinction
FFF;2014J;629029;M;West Midlands Region;Lower Than A Level;0-10%;35-55;0;60;N;Fail
FFF;2014J;629182;M;East Anglian Region;A Level or Equivalent;60-70%;35-55;1;60;N;Fail
FFF;2014J;629394;M;Scotland;A Level or Equivalent;20-30%;0-35;1;60;N;Withdrawn
FFF;2014J;629491;M;London Region;Lower Than A Level;0-10%;35-55;0;90;N;Pass
FFF;2014J;629522;M;South Region;Lower Than A Level;90-100%;35-55;1;60;N;Withdrawn
FFF;2014J;629594;M;East Midlands Region;Lower Than A Level;20-30%;0-35;0;60;N;Fail
FFF;2014J;629686;M;Wales;Lower Than A Level;50-60%;0-35;0;120;N;Withdrawn
FFF;2014J;629818;M;Wales;A Level or Equivalent;0-10%;35-55;1;90;N;Distinction
FFF;2014J;629907;F;North Western Region;Lower Than A Level;oct-20;35-55;0;120;N;Withdrawn
FFF;2014J;629922;F;London Region;HE Qualification;20-30%;0-35;0;60;N;Pass
FFF;2014J;629944;M;North Western Region;A Level or Equivalent;30-40%;0-35;0;60;N;Distinction
FFF;2014J;630024;M;West Midlands Region;A Level or Equivalent;30-40%;0-35;0;120;N;Withdrawn
FFF;2014J;630109;M;London Region;A Level or Equivalent;oct-20;0-35;1;60;N;Pass
FFF;2014J;630158;M;North Western Region;Lower Than A Level;30-40%;0-35;0;60;N;Pass
FFF;2014J;630168;M;South East Region;A Level or Equivalent;20-30%;0-35;1;60;Y;Withdrawn
FFF;2014J;630186;M;East Midlands Region;A Level or Equivalent;90-100%;0-35;0;120;N;Withdrawn
FFF;2014J;630289;F;Scotland;HE Qualification;50-60%;35-55;0;150;Y;Withdrawn
FFF;2014J;630358;M;North Western Region;Lower Than A Level;0-10%;35-55;0;60;N;Withdrawn
FFF;2014J;630510;M;South East Region;A Level or Equivalent;20-30%;0-35;0;240;N;Withdrawn
FFF;2014J;630745;M;London Region;Lower Than A Level;40-50%;0-35;0;120;N;Withdrawn
FFF;2014J;630835;F;South Region;A Level or Equivalent;90-100%;0-35;0;60;N;Distinction
FFF;2014J;630905;M;Wales;HE Qualification;50-60%;0-35;0;120;N;Distinction
FFF;2014J;630910;M;South West Region;A Level or Equivalent;20-30%;35-55;0;60;N;Pass
FFF;2014J;630992;F;East Midlands Region;A Level or Equivalent;80-90%;0-35;1;60;N;Fail
FFF;2014J;631075;M;Scotland;A Level or Equivalent;80-90%;0-35;1;90;N;Fail
FFF;2014J;631193;M;East Midlands Region;Lower Than A Level;30-40%;0-35;0;120;Y;Withdrawn
FFF;2014J;631438;M;North Western Region;Lower Than A Level;20-30%;0-35;0;60;N;Fail
FFF;2014J;631524;M;South West Region;A Level or Equivalent;20-30%;0-35;1;60;Y;Fail
FFF;2014J;631658;M;East Anglian Region;Lower Than A Level;90-100%;35-55;0;60;N;Distinction
FFF;2014J;631681;F;North Region;Lower Than A Level;oct-20;0-35;0;90;N;Pass
FFF;2014J;631715;M;South Region;HE Qualification;50-60%;35-55;0;90;N;Distinction
FFF;2014J;631740;F;Wales;Lower Than A Level;0-10%;0-35;0;60;Y;Pass
FFF;2014J;631750;M;South East Region;Lower Than A Level;30-40%;0-35;0;120;N;Withdrawn
FFF;2014J;631772;M;Scotland;Lower Than A Level;90-100%;35-55;0;120;N;Withdrawn
FFF;2014J;631837;M;Scotland;HE Qualification;60-70%;35-55;0;90;N;Distinction
FFF;2014J;631924;F;North Western Region;A Level or Equivalent;90-100%;0-35;0;120;N;Distinction
FFF;2014J;632074;M;Scotland;A Level or Equivalent;60-70%;0-35;0;60;N;Distinction
FFF;2014J;632179;F;East Midlands Region;Lower Than A Level;30-40%;0-35;1;90;N;Withdrawn
FFF;2014J;632276;F;South Region;A Level or Equivalent;60-70%;0-35;0;120;N;Withdrawn
FFF;2014J;632290;M;North Region;A Level or Equivalent;0-10%;0-35;1;60;N;Pass
FFF;2014J;632458;M;North Region;Lower Than A Level;0-10%;35-55;0;60;N;Distinction
FFF;2014J;632556;M;South Region;A Level or Equivalent;70-80%;0-35;0;60;N;Fail
FFF;2014J;632597;M;Wales;A Level or Equivalent;50-60%;0-35;0;60;N;Pass
FFF;2014J;632634;M;East Midlands Region;A Level or Equivalent;40-50%;0-35;1;60;Y;Withdrawn
FFF;2014J;632773;M;West Midlands Region;HE Qualification;50-60%;0-35;1;60;N;Withdrawn
FFF;2014J;632826;M;East Anglian Region;A Level or Equivalent;oct-20;0-35;0;120;N;Pass
FFF;2014J;632836;F;London Region;Lower Than A Level;20-30%;0-35;0;60;N;Pass
FFF;2014J;633079;F;Scotland;Post Graduate Qualification;80-90%;0-35;0;60;N;Pass
FFF;2014J;633516;M;Ireland;A Level or Equivalent;50-60%;0-35;0;60;N;Pass
FFF;2014J;633555;M;Yorkshire Region;A Level or Equivalent;90-100%;0-35;0;60;N;Distinction
FFF;2014J;633568;M;North Western Region;Lower Than A Level;40-50%;35-55;0;60;N;Pass
FFF;2014J;633628;M;Ireland;A Level or Equivalent;20-30%;0-35;1;60;N;Fail
FFF;2014J;633867;M;Scotland;Lower Than A Level;60-70%;0-35;0;90;N;Pass
FFF;2014J;633931;M;East Midlands Region;A Level or Equivalent;30-40%;35-55;0;90;N;Distinction
FFF;2014J;634088;M;North Region;A Level or Equivalent;;0-35;1;90;N;Distinction
FFF;2014J;634114;M;Scotland;Lower Than A Level;0-10%;0-35;1;60;Y;Fail
