code_student;code_module;code_presentation;id_student;date_registration;date_unregistration
803;FFF;2014J;626539;-60;143
804;FFF;2014J;626552;-71;
805;FFF;2014J;626579;-87;
806;FFF;2014J;627238;-108;-15
807;FFF;2014J;627365;-59;
808;FFF;2014J;627379;-109;
809;FFF;2014J;627443;-30;-3
810;FFF;2014J;627829;-49;
811;FFF;2014J;627840;-154;-47
812;FFF;2014J;628054;-115;95
813;FFF;2014J;628149;-108;
814;FFF;2014J;628157;-149;
815;FFF;2014J;628308;-18;173
816;FFF;2014J;628363;-50;
817;FFF;2014J;628383;-52;
818;FFF;2014J;628521;-149;
819;FFF;2014J;628888;-22;
820;FFF;2014J;628964;-22;
821;FFF;2014J;629029;-77;
822;FFF;2014J;629182;-74;
823;FFF;2014J;629394;-28;
824;FFF;2014J;629491;-155;
825;FFF;2014J;629522;-17;240
826;FFF;2014J;629594;-115;
827;FFF;2014J;629686;-38;62
828;FFF;2014J;629818;-23;
829;FFF;2014J;629907;-95;
830;FFF;2014J;629922;-37;
831;FFF;2014J;629944;-85;
832;FFF;2014J;630024;-22;-3
833;FFF;2014J;630109;-73;
834;FFF;2014J;630158;-80;
835;FFF;2014J;630168;-8;124
836;FFF;2014J;630186;-155;31
837;FFF;2014J;630289;-115;-88
838;FFF;2014J;630358;-72;12
839;FFF;2014J;630510;-140;-1
840;FFF;2014J;630745;-115;158
841;FFF;2014J;630835;-154;
842;FFF;2014J;630905;-95;
843;FFF;2014J;630910;-88;
844;FFF;2014J;630992;-60;
845;FFF;2014J;631075;-22;
846;FFF;2014J;631193;-127;41
847;FFF;2014J;631438;-109;
848;FFF;2014J;631524;-63;
849;FFF;2014J;631658;-108;
850;FFF;2014J;631681;-22;
851;FFF;2014J;631715;-25;
852;FFF;2014J;631740;-94;
853;FFF;2014J;631750;-23;12
854;FFF;2014J;631772;-28;
855;FFF;2014J;631837;-34;
856;FFF;2014J;631924;-101;
857;FFF;2014J;632074;-17;
858;FFF;2014J;632179;-98;86
859;FFF;2014J;632276;-106;12
860;FFF;2014J;632290;-80;
861;FFF;2014J;632458;-106;
862;FFF;2014J;632556;-22;
863;FFF;2014J;632597;-22;
864;FFF;2014J;632634;-134;
865;FFF;2014J;632773;-20;12
866;FFF;2014J;632826;-9;
867;FFF;2014J;632836;-25;
868;FFF;2014J;633079;-10;
869;FFF;2014J;633516;-25;
870;FFF;2014J;633555;-50;
871;FFF;2014J;633568;-60;
872;FFF;2014J;633628;-78;
873;FFF;2014J;633867;-30;
874;FFF;2014J;633931;-100;
875;FFF;2014J;634088;-25;
876;FFF;2014J;634114;-28;
877;FFF;2014J;634512;-25;
878;FFF;2014J;634526;-3;
879;FFF;2014J;634601;-60;
880;FFF;2014J;634749;-63;
881;FFF;2014J;634888;-150;
882;FFF;2014J;634943;-43;46
883;FFF;2014J;635079;-23;
884;FFF;2014J;635165;-155;29
885;FFF;2014J;635184;-50;
886;FFF;2014J;635191;-135;23
887;FFF;2014J;635271;-135;-8
888;FFF;2014J;635410;-115;
889;FFF;2014J;635746;-154;59
890;FFF;2014J;635751;-37;
891;FFF;2014J;635795;-8;
892;FFF;2014J;635903;-129;
893;FFF;2014J;635985;-23;
894;FFF;2014J;636314;-99;
895;FFF;2014J;636375;-155;93
896;FFF;2014J;636400;-115;
897;FFF;2014J;636407;-79;
898;FFF;2014J;636408;-31;
899;FFF;2014J;636469;-102;
900;FFF;2014J;636492;-85;64
901;FFF;2014J;636547;-22;
902;FFF;2014J;636565;-129;
903;FFF;2014J;636634;-140;52
904;FFF;2014J;636653;-155;
905;FFF;2014J;636656;-106;
906;FFF;2014J;636704;-30;
907;FFF;2014J;636749;-150;-15
908;FFF;2014J;636783;-88;
909;FFF;2014J;636830;-92;
910;FFF;2014J;636832;-24;
911;FFF;2014J;637004;-155;
912;FFF;2014J;637089;-5;
913;FFF;2014J;637338;-37;12
914;FFF;2014J;637358;-29;
915;FFF;2014J;637474;-129;12
916;FFF;2014J;637509;-35;
917;FFF;2014J;637514;-63;199
918;FFF;2014J;637563;-66;
919;FFF;2014J;637582;-21;
920;FFF;2014J;637708;-133;
921;FFF;2014J;637788;-109;
922;FFF;2014J;637800;-67;114
923;FFF;2014J;637906;-87;
924;FFF;2014J;637939;-142;
925;FFF;2014J;637980;-28;
926;FFF;2014J;638034;-7;
927;FFF;2014J;638388;-150;
928;FFF;2014J;638411;-53;
929;FFF;2014J;638414;-155;-39
930;FFF;2014J;638425;-34;12
931;FFF;2014J;638498;-155;
932;FFF;2014J;638515;-155;
933;FFF;2014J;638625;-155;
934;FFF;2014J;638655;-60;
935;FFF;2014J;638677;-123;195
936;FFF;2014J;638831;-149;
937;FFF;2014J;639028;-71;
938;FFF;2014J;639231;-142;
939;FFF;2014J;639234;-79;149
940;FFF;2014J;639238;-154;114
941;FFF;2014J;639522;-67;
942;FFF;2014J;639919;-144;72
943;FFF;2014J;639993;-37;
944;FFF;2014J;640098;-15;
945;FFF;2014J;640140;-102;-3
946;FFF;2014J;640278;-81;
947;FFF;2014J;640329;-154;
948;FFF;2014J;640393;-86;-39
949;FFF;2014J;640429;-150;
950;FFF;2014J;640552;-79;53
951;FFF;2014J;640584;-77;93
952;FFF;2014J;640711;-140;
953;FFF;2014J;640752;-15;
954;FFF;2014J;640774;-38;-15
955;FFF;2014J;640848;-144;
956;FFF;2014J;640892;-44;
957;FFF;2014J;640913;-64;
958;FFF;2014J;640927;-143;
959;FFF;2014J;641028;-21;
960;FFF;2014J;641085;-154;
961;FFF;2014J;641137;-23;
962;FFF;2014J;641169;-136;12
963;FFF;2014J;641265;-51;20
964;FFF;2014J;641275;-95;62
965;FFF;2014J;641307;-140;-127
966;FFF;2014J;641309;-63;
967;FFF;2014J;641311;-142;
968;FFF;2014J;641363;-143;
969;FFF;2014J;641401;-9;
970;FFF;2014J;641404;-53;47
971;FFF;2014J;641433;-78;
972;FFF;2014J;641461;-142;
973;FFF;2014J;641470;-155;
974;FFF;2014J;641547;-29;
975;FFF;2014J;641565;-148;-2
976;FFF;2014J;641804;-25;75
977;FFF;2014J;641864;-136;
978;FFF;2014J;641866;-129;49
979;FFF;2014J;641914;-25;
980;FFF;2014J;642013;-129;-3
981;FFF;2014J;642029;-120;
982;FFF;2014J;642056;-25;
983;FFF;2014J;642128;-144;-61
984;FFF;2014J;642375;-115;
985;FFF;2014J;642448;-79;
986;FFF;2014J;642449;-21;
987;FFF;2014J;642493;-16;
988;FFF;2014J;642496;-25;90
989;FFF;2014J;642498;-99;
990;FFF;2014J;642536;-16;
991;FFF;2014J;642551;-146;
992;FFF;2014J;642560;-109;10
993;FFF;2014J;642626;-77;65
994;FFF;2014J;642730;-129;
995;FFF;2014J;642740;-29;
996;FFF;2014J;642750;-31;
997;FFF;2014J;642790;-147;12
998;FFF;2014J;642840;-133;
999;FFF;2014J;642843;-99;
1000;FFF;2014J;642872;-149;
1001;FFF;2014J;642909;-140;
1002;FFF;2014J;642939;-136;34
1003;FFF;2014J;643024;-73;60
1004;FFF;2014J;643069;-129;
1005;FFF;2014J;643202;-93;
1006;FFF;2014J;643220;-23;
1007;FFF;2014J;643273;-93;
1008;FFF;2014J;643326;-37;
1009;FFF;2014J;643372;-67;
1010;FFF;2014J;643379;-147;-99
1011;FFF;2014J;643455;-147;-23
1012;FFF;2014J;643466;-21;
1013;FFF;2014J;643477;-112;
1014;FFF;2014J;643496;-44;
1015;FFF;2014J;643502;-67;
1016;FFF;2014J;643591;-66;
1017;FFF;2014J;643653;-142;
1018;FFF;2014J;643690;-84;101
1019;FFF;2014J;643696;-155;
1020;FFF;2014J;643751;-53;
1021;FFF;2014J;643754;-84;
1022;FFF;2014J;643757;-70;
1023;FFF;2014J;644025;-101;
1024;FFF;2014J;644210;-136;
1025;FFF;2014J;644303;-144;72
1026;FFF;2014J;644343;-136;
1027;FFF;2014J;644361;-148;
1028;FFF;2014J;644369;-8;
1029;FFF;2014J;644430;-15;
1030;FFF;2014J;644450;-153;
1031;FFF;2014J;644508;-107;
1032;FFF;2014J;644761;-129;
1033;FFF;2014J;644784;-147;
1034;FFF;2014J;644791;-150;
1035;FFF;2014J;644818;-94;
1036;FFF;2014J;644834;-25;-25
1037;FFF;2014J;644847;-153;
1038;FFF;2014J;644871;-148;12
1039;FFF;2014J;644885;-95;-22
1040;FFF;2014J;644934;-16;20
1041;FFF;2014J;644936;-81;
1042;FFF;2014J;644967;-143;
1043;FFF;2014J;644974;-155;
1044;FFF;2014J;645003;-41;
1045;FFF;2014J;645020;-98;
1046;FFF;2014J;645078;-86;
1047;FFF;2014J;645145;-141;
1048;FFF;2014J;645194;-79;-15
1049;FFF;2014J;645366;-142;75
1050;FFF;2014J;645401;-128;12
1051;FFF;2014J;645405;-115;
1052;FFF;2014J;645407;-113;24
1053;FFF;2014J;645433;-79;164
1054;FFF;2014J;645496;-155;
1055;FFF;2014J;645518;-51;
1056;FFF;2014J;645529;-136;-12
1057;FFF;2014J;645586;-63;
1058;FFF;2014J;645618;-155;-151
1059;FFF;2014J;645638;-79;-36
1060;FFF;2014J;645705;-56;
1061;FFF;2014J;645732;-155;
1062;FFF;2014J;645784;-106;
1063;FFF;2014J;645787;-155;10
1064;FFF;2014J;645790;-150;
1065;FFF;2014J;645800;-155;59
1066;FFF;2014J;645840;-129;
1067;FFF;2014J;645880;-91;
1068;FFF;2014J;645948;-122;
1069;FFF;2014J;645960;-15;
1070;FFF;2014J;645997;-60;
1071;FFF;2014J;646015;-148;
1072;FFF;2014J;646017;-154;
1073;FFF;2014J;646053;-87;
1074;FFF;2014J;646074;-35;
1075;FFF;2014J;646083;-105;-10
1076;FFF;2014J;646085;-36;
1077;FFF;2014J;646091;-70;12
1078;FFF;2014J;646120;-137;-75
1079;FFF;2014J;646138;-154;
1080;FFF;2014J;646313;-109;
1081;FFF;2014J;646357;-38;
1082;FFF;2014J;646402;-94;
1083;FFF;2014J;646460;-64;
1084;FFF;2014J;646498;-135;
1085;FFF;2014J;646539;-79;
1086;FFF;2014J;646540;-24;
1087;FFF;2014J;646551;-150;
1088;FFF;2014J;646613;-109;-15
1089;FFF;2014J;646638;-17;
1090;FFF;2014J;646670;-155;
1091;FFF;2014J;646734;-70;196
1092;FFF;2014J;646742;-122;75
1093;FFF;2014J;646750;-87;
1094;FFF;2014J;646778;-129;
1095;FFF;2014J;646807;-22;137
1096;FFF;2014J;646972;-79;11
1097;FFF;2014J;646990;-155;
1098;FFF;2014J;647005;-112;12
1099;FFF;2014J;647033;-28;12
1100;FFF;2014J;647040;-37;
1101;FFF;2014J;647045;-150;
1102;FFF;2014J;647072;-155;12
1103;FFF;2014J;647111;-72;74
1104;FFF;2014J;647154;-143;
1105;FFF;2014J;647169;-129;
1106;FFF;2014J;647171;-154;
1107;FFF;2014J;647194;-23;
1108;FFF;2014J;647210;-153;54
1109;FFF;2014J;647245;-25;9
1110;FFF;2014J;647284;-81;2
1111;FFF;2014J;647320;-23;
1112;FFF;2014J;647321;-115;12
1113;FFF;2014J;647324;-154;
1114;FFF;2014J;647339;-127;
1115;FFF;2014J;647348;-141;12
1116;FFF;2014J;647391;-78;
1117;FFF;2014J;647398;-155;
1118;FFF;2014J;647399;-154;
1119;FFF;2014J;647417;-77;12
1120;FFF;2014J;647425;-16;
1121;FFF;2014J;647485;-60;
1122;FFF;2014J;647496;-129;
1123;FFF;2014J;647525;-150;67
1124;FFF;2014J;647594;-115;12
1125;FFF;2014J;647598;-30;
1126;FFF;2014J;647765;-127;
1127;FFF;2014J;647784;-154;12
1128;FFF;2014J;647799;-147;-103
1129;FFF;2014J;647841;-108;
1130;FFF;2014J;647898;-37;
1131;FFF;2014J;647910;-144;
1132;FFF;2014J;647915;-81;60
1133;FFF;2014J;647945;-150;
1134;FFF;2014J;647987;-105;
1135;FFF;2014J;648027;-102;
1136;FFF;2014J;648037;-143;
1137;FFF;2014J;648038;-155;
1138;FFF;2014J;648040;-108;
1139;FFF;2014J;648086;-141;
1140;FFF;2014J;648105;-155;
1141;FFF;2014J;648114;-101;
1142;FFF;2014J;648116;-88;
1143;FFF;2014J;648118;-77;-37
1144;FFF;2014J;648137;-135;12
1145;FFF;2014J;648140;-105;
1146;FFF;2014J;648190;-155;
1147;FFF;2014J;648244;-43;
1148;FFF;2014J;648254;-149;
1149;FFF;2014J;648287;-23;
1150;FFF;2014J;648348;-155;-136
1151;FFF;2014J;648353;-155;
1152;FFF;2014J;648365;-67;
1153;FFF;2014J;648366;-129;
1154;FFF;2014J;648373;-155;-45
1155;FFF;2014J;648455;-149;
1156;FFF;2014J;648457;-140;
1157;FFF;2014J;648470;-133;
1158;FFF;2014J;648477;-154;12
1159;FFF;2014J;648508;-2;
1160;FFF;2014J;648515;-87;
1161;FFF;2014J;648521;-144;-120
1162;FFF;2014J;648531;-58;
1163;FFF;2014J;648536;-155;
1164;FFF;2014J;648546;-155;2
1165;FFF;2014J;648564;-35;
1166;FFF;2014J;648571;-106;
1167;FFF;2014J;648576;-123;
1168;FFF;2014J;648590;-155;
1169;FFF;2014J;648605;-150;12
1170;FFF;2014J;648611;-154;
1171;FFF;2014J;648613;-148;
1172;FFF;2014J;648650;-72;-53
1173;FFF;2014J;648661;-99;
1174;FFF;2014J;648667;-155;12
1175;FFF;2014J;648685;-74;
1176;FFF;2014J;648698;-115;-87
1177;FFF;2014J;648725;-155;12
1178;FFF;2014J;648804;-147;
1179;FFF;2014J;648815;-114;
1180;FFF;2014J;648819;-154;-4
1181;FFF;2014J;648840;-98;12
1182;FFF;2014J;648863;-20;12
1183;FFF;2014J;648867;-135;
1184;FFF;2014J;648872;-154;31
1185;FFF;2014J;648903;-25;
1186;FFF;2014J;648927;-45;69
1187;FFF;2014J;648930;-135;
1188;FFF;2014J;648972;-70;
1189;FFF;2014J;648995;-133;100
1190;FFF;2014J;649004;-140;
1191;FFF;2014J;649009;-150;
1192;FFF;2014J;649020;-154;158
1193;FFF;2014J;649028;-9;45
1194;FFF;2014J;649036;-95;88
1195;FFF;2014J;649079;-153;237
1196;FFF;2014J;649084;-150;
1197;FFF;2014J;649093;-60;
1198;FFF;2014J;649118;-155;
1199;FFF;2014J;649141;-137;198
1200;FFF;2014J;649147;-70;12
1201;FFF;2014J;649159;-53;
1202;FFF;2014J;649161;-149;12
1203;FFF;2014J;649165;-44;
1204;FFF;2014J;649207;-153;
1205;FFF;2014J;649212;-108;
1206;FFF;2014J;649230;-5;170
1207;FFF;2014J;649258;-22;
1208;FFF;2014J;649284;-16;
1209;FFF;2014J;649325;-144;93
1210;FFF;2014J;649336;-144;140
1211;FFF;2014J;649379;-45;
1212;FFF;2014J;649385;-120;116
1213;FFF;2014J;649389;-95;-9
1214;FFF;2014J;649400;-37;
1215;FFF;2014J;649434;-153;
1216;FFF;2014J;649435;-63;
1217;FFF;2014J;649457;-60;
1218;FFF;2014J;649469;-135;
1219;FFF;2014J;649523;-154;-12
1220;FFF;2014J;649547;-114;86
1221;FFF;2014J;649555;-88;11
1222;FFF;2014J;649566;-128;
1223;FFF;2014J;649580;-129;12
1224;FFF;2014J;649619;-153;
1225;FFF;2014J;649735;-150;
1226;FFF;2014J;649764;-23;2
1227;FFF;2014J;649806;-43;
1228;FFF;2014J;649849;-150;12
1229;FFF;2014J;649891;-29;135
1230;FFF;2014J;649926;-150;-94
1231;FFF;2014J;649952;-99;
1232;FFF;2014J;649954;-81;123
1233;FFF;2014J;649979;-136;
1234;FFF;2014J;650031;-120;
1235;FFF;2014J;650048;-136;
1236;FFF;2014J;650052;-71;-26
1237;FFF;2014J;650054;-150;185
1238;FFF;2014J;650085;-50;12
1239;FFF;2014J;650108;-86;
1240;FFF;2014J;650123;-64;51
1241;FFF;2014J;650148;-150;12
1242;FFF;2014J;650160;-45;
1243;FFF;2014J;650170;-135;
1244;FFF;2014J;650180;-85;-39
1245;FFF;2014J;650251;-74;
1246;FFF;2014J;650285;-127;-115
1247;FFF;2014J;650287;-65;103
1248;FFF;2014J;650321;-129;12
1249;FFF;2014J;650353;-149;-37
1250;FFF;2014J;650363;-135;
1251;FFF;2014J;650370;-113;
1252;FFF;2014J;650398;-133;12
1253;FFF;2014J;650400;-120;-2
1254;FFF;2014J;650424;-50;
1255;FFF;2014J;650461;-122;
1256;FFF;2014J;650464;-147;12
1257;FFF;2014J;650469;-71;
1258;FFF;2014J;650473;-52;
1259;FFF;2014J;650543;-149;
1260;FFF;2014J;650544;-120;12
1261;FFF;2014J;650570;-149;
1262;FFF;2014J;650637;-57;13
1263;FFF;2014J;650682;-38;143
1264;FFF;2014J;650716;-144;
1265;FFF;2014J;650717;-58;12
1266;FFF;2014J;650758;-144;
1267;FFF;2014J;650791;-30;-1
1268;FFF;2014J;650861;-94;
1269;FFF;2014J;650866;-35;
1270;FFF;2014J;650923;-147;
1271;FFF;2014J;650952;-148;12
1272;FFF;2014J;650960;-31;
1273;FFF;2014J;651040;-147;
1274;FFF;2014J;651121;-144;
1275;FFF;2014J;651126;-53;
1276;FFF;2014J;651182;-147;
1277;FFF;2014J;651200;-67;
1278;FFF;2014J;651238;-32;
1279;FFF;2014J;651253;-100;171
1280;FFF;2014J;651255;-42;
1281;FFF;2014J;651330;-31;
1282;FFF;2014J;651334;-10;
1283;FFF;2014J;651351;-113;-1
1284;FFF;2014J;651354;-133;
1285;FFF;2014J;651381;-102;
1286;FFF;2014J;651398;-10;12
1287;FFF;2014J;651419;-31;
1288;FFF;2014J;651473;-64;67
1289;FFF;2014J;651478;-144;
1290;FFF;2014J;651498;-56;
1291;FFF;2014J;651555;-72;
1292;FFF;2014J;651598;-115;
1293;FFF;2014J;651608;-135;-38
1294;FFF;2014J;651611;-140;-8
1295;FFF;2014J;651639;-35;10
1296;FFF;2014J;651693;-93;
1297;FFF;2014J;651697;-141;-1
1298;FFF;2014J;651879;-85;12
1299;FFF;2014J;651881;-109;
1300;FFF;2014J;651886;-57;135
1301;FFF;2014J;651927;-129;
1302;FFF;2014J;651972;-9;
1303;FFF;2014J;651990;-108;
1304;FFF;2014J;652008;-133;
1305;FFF;2014J;652025;-143;-23
1306;FFF;2014J;652064;-136;
1307;FFF;2014J;652087;-135;
1308;FFF;2014J;652311;-65;12
1309;FFF;2014J;652333;-137;
1310;FFF;2014J;652335;-74;
1311;FFF;2014J;652336;-49;59
1312;FFF;2014J;652438;-25;
1313;FFF;2014J;652569;-8;12
1314;FFF;2014J;652576;-140;
1315;FFF;2014J;652593;-59;66
1316;FFF;2014J;652625;-38;
1317;FFF;2014J;652647;-136;
1318;FFF;2014J;652659;-87;
1319;FFF;2014J;652664;-137;
1320;FFF;2014J;652672;-74;
1321;FFF;2014J;652684;-121;
1322;FFF;2014J;652706;-44;24
1323;FFF;2014J;652711;-37;
1324;FFF;2014J;652752;-135;
1325;FFF;2014J;652753;-102;
1326;FFF;2014J;652769;-23;
1327;FFF;2014J;652788;-86;
1328;FFF;2014J;652801;-34;89
1329;FFF;2014J;652824;-137;
1330;FFF;2014J;652832;-137;56
1331;FFF;2014J;652887;-99;
1332;FFF;2014J;652890;-72;
1333;FFF;2014J;652898;-129;
1334;FFF;2014J;652994;-122;
1335;FFF;2014J;652998;-93;
1336;FFF;2014J;653045;-81;
1337;FFF;2014J;653051;-135;-54
1338;FFF;2014J;653115;-129;
1339;FFF;2014J;653144;-77;177
1340;FFF;2014J;653174;-137;11
1341;FFF;2014J;653183;-102;79
1342;FFF;2014J;653206;-113;69
1343;FFF;2014J;653255;-136;5
1344;FFF;2014J;653297;-5;
1345;FFF;2014J;653301;-38;
1346;FFF;2014J;653336;-136;-12
1347;FFF;2014J;653356;-133;101
1348;FFF;2014J;653372;-91;73
1349;FFF;2014J;653381;-115;
1350;FFF;2014J;653417;-136;
1351;FFF;2014J;653536;-136;
1352;FFF;2014J;653558;-78;
1353;FFF;2014J;653567;-99;
1354;FFF;2014J;653595;-108;
1355;FFF;2014J;653616;-135;-23
1356;FFF;2014J;653653;-135;
1357;FFF;2014J;653659;-66;
1358;FFF;2014J;653747;-133;-127
1359;FFF;2014J;653773;-129;
1360;FFF;2014J;653797;-121;95
1361;FFF;2014J;653841;-109;
1362;FFF;2014J;653846;-32;48
1363;FFF;2014J;653848;-56;5
1364;FFF;2014J;653854;-129;-12
1365;FFF;2014J;653857;-32;
1366;FFF;2014J;653988;-67;
1367;FFF;2014J;654045;-35;
1368;FFF;2014J;654048;-77;12
1369;FFF;2014J;654094;-71;104
1370;FFF;2014J;654112;-122;89
1371;FFF;2014J;654114;-128;
1372;FFF;2014J;654169;-74;
1373;FFF;2014J;654217;-120;
1374;FFF;2014J;654228;-94;130
1375;FFF;2014J;654236;-46;
1376;FFF;2014J;654260;-23;
1377;FFF;2014J;654289;-101;-1
1378;FFF;2014J;654322;-49;11
1379;FFF;2014J;654338;-129;3
1380;FFF;2014J;654339;-10;
1381;FFF;2014J;654351;-66;
1382;FFF;2014J;654407;-129;11
1383;FFF;2014J;654432;-23;75
1384;FFF;2014J;654441;-63;
1385;FFF;2014J;654563;-94;75
1386;FFF;2014J;654565;-79;
1387;FFF;2014J;654578;-129;
1388;FFF;2014J;654597;-43;
1389;FFF;2014J;654619;-129;12
1390;FFF;2014J;654620;-129;17
1391;FFF;2014J;654671;-129;27
1392;FFF;2014J;654677;-88;37
1393;FFF;2014J;654684;-93;172
1394;FFF;2014J;654692;-58;
1395;FFF;2014J;654698;-101;12
1396;FFF;2014J;654732;-129;12
1397;FFF;2014J;654738;-66;24
1398;FFF;2014J;654816;-102;-8
1399;FFF;2014J;654819;-23;
1400;FFF;2014J;654824;-59;
1401;FFF;2014J;654834;-129;
1402;FFF;2014J;654852;-29;125
1403;FFF;2014J;654867;-109;
1404;FFF;2014J;654943;-120;-10
1405;FFF;2014J;654947;-52;
1406;FFF;2014J;654960;-128;-18
1407;FFF;2014J;655028;-25;
1408;FFF;2014J;655088;-106;51
1409;FFF;2014J;655113;-127;12
1410;FFF;2014J;655115;-23;
1411;FFF;2014J;655124;-91;
1412;FFF;2014J;655127;-85;
1413;FFF;2014J;655353;-91;
1414;FFF;2014J;655386;-106;
1415;FFF;2014J;655402;-67;-5
1416;FFF;2014J;655412;-127;
1417;FFF;2014J;655416;-127;104
1418;FFF;2014J;655417;-122;-23
1419;FFF;2014J;655445;-120;
1420;FFF;2014J;655492;-105;12
1421;FFF;2014J;655569;-106;
1422;FFF;2014J;655627;-123;-61
1423;FFF;2014J;655629;-15;12
1424;FFF;2014J;655720;-10;44
1425;FFF;2014J;655747;-122;-46
1426;FFF;2014J;655796;-123;
1427;FFF;2014J;655852;-65;66
1428;FFF;2014J;655927;-9;
1429;FFF;2014J;655981;-58;
1430;FFF;2014J;656029;-28;30
1431;FFF;2014J;656065;-78;
1432;FFF;2014J;656086;-115;130
1433;FFF;2014J;656092;-112;
1434;FFF;2014J;656102;-106;12
1435;FFF;2014J;656107;-43;
1436;FFF;2014J;656131;-49;
1437;FFF;2014J;656145;-115;94
1438;FFF;2014J;656150;-15;-8
1439;FFF;2014J;656158;-43;
1440;FFF;2014J;656159;-52;
1441;FFF;2014J;656165;-23;
1442;FFF;2014J;656234;-30;
1443;FFF;2014J;656323;-102;
1444;FFF;2014J;656353;-98;
1445;FFF;2014J;656360;-115;12
1446;FFF;2014J;656414;-74;
1447;FFF;2014J;656436;-10;
1448;FFF;2014J;656441;-93;-2
1449;FFF;2014J;656510;-120;
1450;FFF;2014J;656512;-121;-80
1451;FFF;2014J;656519;-113;12
1452;FFF;2014J;656529;-87;
1453;FFF;2014J;656565;-70;12
1454;FFF;2014J;656579;-58;
1455;FFF;2014J;656599;-120;12
1456;FFF;2014J;656607;-73;
1457;FFF;2014J;656622;-51;
1458;FFF;2014J;656651;-115;
1459;FFF;2014J;656677;-28;37
1460;FFF;2014J;656693;-120;12
1461;FFF;2014J;656734;-108;
1462;FFF;2014J;656791;-79;
1463;FFF;2014J;656800;-113;12
1464;FFF;2014J;656882;-78;
1465;FFF;2014J;656988;-64;
1466;FFF;2014J;656996;-49;
1467;FFF;2014J;657048;-93;
1468;FFF;2014J;657118;-93;-2
1469;FFF;2014J;657181;-115;36
1470;FFF;2014J;657184;-60;48
1471;FFF;2014J;657211;-79;12
1472;FFF;2014J;657220;-30;
1473;FFF;2014J;657330;-60;
1474;FFF;2014J;657344;-114;
1475;FFF;2014J;674222;-22;
1476;FFF;2014J;674226;-15;
1477;FFF;2014J;674236;-23;
1478;FFF;2014J;674260;-105;
1479;FFF;2014J;674261;-67;-22
1480;FFF;2014J;674262;-46;
1481;FFF;2014J;674320;-109;
1482;FFF;2014J;674387;-43;
1483;FFF;2014J;674406;-114;
1484;FFF;2014J;674451;-85;
1485;FFF;2014J;674478;-114;
1486;FFF;2014J;674484;-77;
1487;FFF;2014J;674497;-25;
1488;FFF;2014J;674509;-95;
1489;FFF;2014J;674584;-108;
1490;FFF;2014J;674594;-114;
1491;FFF;2014J;674617;-58;12
1492;FFF;2014J;674644;-109;
1493;FFF;2014J;674657;-56;
1494;FFF;2014J;674671;-98;
1495;FFF;2014J;674691;-91;
1496;FFF;2014J;674694;-113;
1497;FFF;2014J;674699;-57;
1498;FFF;2014J;674751;-99;
1499;FFF;2014J;674764;-46;12
1500;FFF;2014J;674814;-95;-2
1501;FFF;2014J;674831;-112;
1502;FFF;2014J;674870;-107;
1503;FFF;2014J;674911;-109;-102
1504;FFF;2014J;674921;-21;
1505;FFF;2014J;674935;-112;
1506;FFF;2014J;674970;-107;-66
1507;FFF;2014J;675002;-109;-5
1508;FFF;2014J;675021;-85;
1509;FFF;2014J;675046;-109;-58
1510;FFF;2014J;675054;-109;
1511;FFF;2014J;675127;-71;2
1512;FFF;2014J;675193;-60;
1513;FFF;2014J;675225;-23;
1514;FFF;2014J;675233;-107;
1515;FFF;2014J;675261;-52;
1516;FFF;2014J;675273;-7;
1517;FFF;2014J;675279;-36;
1518;FFF;2014J;675315;-45;
1519;FFF;2014J;675328;-100;
1520;FFF;2014J;675337;-4;12
1521;FFF;2014J;675474;-107;
1522;FFF;2014J;675486;-64;65
1523;FFF;2014J;675514;-88;
1524;FFF;2014J;675566;-108;
1525;FFF;2014J;675577;-44;
1526;FFF;2014J;675613;-107;
1527;FFF;2014J;675636;-106;
1528;FFF;2014J;675669;-79;-38
1529;FFF;2014J;675710;-53;
1530;FFF;2014J;675818;-88;12
1531;FFF;2014J;675824;-35;12
1532;FFF;2014J;675829;-77;-36
1533;FFF;2014J;675843;-29;84
1534;FFF;2014J;675947;-106;37
1535;FFF;2014J;675989;-102;
1536;FFF;2014J;676007;-106;
1537;FFF;2014J;676040;-106;62
1538;FFF;2014J;676064;-63;
1539;FFF;2014J;676103;-22;
1540;FFF;2014J;676128;-67;12
1541;FFF;2014J;676139;-67;
1542;FFF;2014J;676190;-52;
1543;FFF;2014J;676194;-74;12
1544;FFF;2014J;676265;-78;
1545;FFF;2014J;676272;-53;
1546;FFF;2014J;676303;-105;
1547;FFF;2014J;676320;-92;-5
1548;FFF;2014J;676324;-98;12
1549;FFF;2014J;676378;-22;
1550;FFF;2014J;676444;-102;
1551;FFF;2014J;676458;-102;
1552;FFF;2014J;676459;-86;
1553;FFF;2014J;676478;-45;
1554;FFF;2014J;676492;-52;
1555;FFF;2014J;676600;-102;25
1556;FFF;2014J;676610;-13;
1557;FFF;2014J;676626;-45;
1558;FFF;2014J;676627;-23;87
1559;FFF;2014J;676866;-101;
1560;FFF;2014J;676882;-95;
1561;FFF;2014J;676930;-99;-82
1562;FFF;2014J;677027;-94;12
1563;FFF;2014J;677081;-51;12
1564;FFF;2014J;677085;-73;
1565;FFF;2014J;677111;-79;
1566;FFF;2014J;677138;-100;
1567;FFF;2014J;677155;-64;
1568;FFF;2014J;677167;-95;
1569;FFF;2014J;677206;-65;
