code_student;result;Test_App
1603;Pass;app
1604;Dropout;app
1605;Dropout;app
1606;Pass;app
1607;Fail;app
1608;Fail;app
1609;Dropout;app
1610;Pass;app
1611;Dropout;app
1612;Pass;app
1613;Dropout;app
1614;Pass;app
1615;Dropout;app
1616;Pass;app
1617;Dropout;test
1618;Pass;app
1619;Pass;test
1620;Fail;app
1621;Pass;app
1622;Fail;app
1623;Dropout;app
1624;Pass;app
1625;Pass;app
1626;Fail;app
1627;Fail;app
1628;Pass;app
1629;Dropout;app
1630;Pass;app
1631;Dropout;app
1632;Fail;app
1633;Pass;app
1634;Pass;app
1635;Pass;app
1636;Pass;app
1637;Pass;app
1638;Pass;app
1639;Dropout;app
1640;Pass;app
1641;Pass;app
1642;Dropout;app
1643;Dropout;app
1644;Dropout;app
1645;Pass;app
1646;Pass;app
1647;Dropout;app
1648;Pass;app
1649;Fail;app
1650;Pass;app
1651;Dropout;app
1652;Pass;app
1653;Dropout;app
1654;Pass;app
1655;Pass;app
1656;Fail;app
1657;Dropout;app
1658;Dropout;app
1659;Fail;app
1660;Pass;app
1661;Fail;app
1662;Dropout;test
1663;Dropout;test
1664;Pass;app
1665;Pass;test
1666;Pass;app
1667;Dropout;app
1668;Dropout;app
1669;Dropout;app
1670;Pass;app
1671;Pass;app
1672;Pass;test
1673;Dropout;app
1674;Pass;app
1675;Pass;app
1676;Pass;app
1677;Dropout;app
1678;Dropout;app
1679;Pass;app
1680;Dropout;app
1681;Pass;app
1682;Pass;app
1683;Fail;app
1684;Pass;app
1685;Pass;app
1686;Dropout;app
1687;Pass;app
1688;Pass;app
1689;Pass;app
1690;Dropout;app
1691;Dropout;test
1692;Dropout;app
1693;Dropout;app
1694;Dropout;app
1695;Pass;app
1696;Dropout;app
1697;Fail;app
1698;Pass;test
1699;Dropout;app
1700;Fail;app
1701;Pass;app
1702;Pass;app
1703;Dropout;app
1704;Dropout;app
1705;Pass;app
1706;Pass;app
1707;Pass;app
1708;Pass;app
1709;Pass;app
1710;Pass;app
1711;Pass;app
1712;Dropout;app
1713;Dropout;app
1714;Pass;app
1715;Pass;app
1716;Pass;app
1717;Pass;app
1718;Dropout;test
1719;Dropout;app
1720;Dropout;app
1721;Fail;app
1722;Pass;app
1723;Dropout;app
1724;Dropout;app
1725;Dropout;app
1726;Pass;app
1727;Dropout;app
1728;Dropout;app
1729;Pass;app
1730;Fail;app
1731;Pass;app
1732;Pass;app
1733;Dropout;app
1734;Dropout;app
1735;Dropout;test
1736;Pass;test
1737;Dropout;app
1738;Pass;app
1739;Dropout;app
1740;Dropout;app
1741;Pass;app
1742;Fail;test
1743;Fail;app
1744;Dropout;app
1745;Pass;app
1746;Dropout;app
1747;Pass;app
1748;Dropout;app
1749;Pass;test
1750;Dropout;app
1751;Pass;app
1752;Pass;app
1753;Dropout;app
1754;Dropout;app
1755;Dropout;app
1756;Pass;app
1757;Pass;app
1758;Dropout;app
1759;Pass;app
1760;Fail;app
1761;Pass;app
1762;Pass;app
1763;Fail;app
1764;Dropout;app
1765;Dropout;app
1766;Pass;test
1767;Fail;app
1768;Fail;app
1769;Pass;app
1770;Fail;app
1771;Pass;app
1772;Dropout;test
1773;Pass;app
1774;Pass;app
1775;Dropout;app
1776;Pass;app
1777;Pass;test
1778;Dropout;app
1779;Fail;test
1780;Pass;app
1781;Fail;app
1782;Pass;app
1783;Dropout;app
1784;Pass;app
1785;Dropout;app
1786;Dropout;app
1787;Pass;app
1788;Pass;app
1789;Dropout;app
1790;Dropout;app
1791;Dropout;app
1792;Fail;app
1793;Fail;app
1794;Dropout;app
1795;Pass;app
1796;Dropout;app
1797;Pass;app
1798;Dropout;app
1799;Pass;test
1800;Pass;app
1801;Dropout;app
1802;Dropout;test
1803;Fail;app
1804;Pass;app
1805;Pass;app
1806;Dropout;app
1807;Pass;app
1808;Pass;test
1809;Dropout;app
1810;Dropout;app
1811;Dropout;app
1812;Pass;app
1813;Dropout;app
1814;Pass;app
1815;Pass;app
1816;Fail;app
1817;Dropout;app
1818;Pass;app
1819;Dropout;app
1820;Dropout;app
1821;Fail;app
1822;Dropout;app
1823;Dropout;app
1824;Fail;app
1825;Pass;app
1826;Pass;app
1827;Pass;app
1828;Dropout;test
1829;Pass;test
1830;Pass;app
1831;Fail;app
1832;Dropout;app
1833;Dropout;app
1834;Pass;app
1835;Fail;app
1836;Pass;app
1837;Pass;app
1838;Pass;app
1839;Dropout;app
1840;Dropout;app
1841;Dropout;app
1842;Pass;app
1843;Dropout;test
1844;Dropout;app
1845;Dropout;app
1846;Pass;test
1847;Pass;app
1848;Pass;app
1849;Dropout;app
1850;Dropout;app
1851;Pass;app
1852;Dropout;app
1853;Dropout;app
1854;Fail;app
1855;Fail;app
1856;Dropout;app
1857;Pass;app
1858;Dropout;app
1859;Fail;app
1860;Pass;app
1861;Pass;app
1862;Pass;test
1863;Pass;app
1864;Dropout;app
1865;Dropout;app
1866;Dropout;app
1867;Dropout;app
1868;Pass;app
1869;Pass;app
1870;Pass;app
1871;Pass;app
1872;Pass;app
1873;Dropout;app
1874;Fail;app
1875;Dropout;app
1876;Dropout;test
1877;Dropout;app
1878;Fail;app
1879;Fail;app
1880;Fail;app
1881;Dropout;app
1882;Pass;app
1883;Pass;app
1884;Dropout;app
1885;Fail;app
1886;Dropout;app
1887;Fail;app
1888;Dropout;app
1889;Fail;app
1890;Pass;test
1891;Pass;app
1892;Pass;app
1893;Dropout;test
1894;Pass;app
1895;Pass;app
1896;Pass;app
1897;Dropout;app
1898;Dropout;app
1899;Fail;app
1900;Fail;app
1901;Dropout;app
1902;Dropout;app
1903;Dropout;app
1904;Fail;app
1905;Pass;app
1906;Pass;app
1907;Pass;app
1908;Pass;app
1909;Pass;app
1910;Dropout;app
1911;Pass;test
1912;Fail;app
1913;Dropout;app
1914;Pass;app
1915;Fail;app
1916;Dropout;app
1917;Dropout;app
1918;Fail;test
1919;Dropout;app
1920;Fail;app
1921;Fail;app
1922;Dropout;app
1923;Fail;app
1924;Dropout;app
1925;Dropout;app
1926;Pass;app
1927;Dropout;app
1928;Fail;app
1929;Fail;app
1930;Dropout;app
1931;Dropout;app
1932;Dropout;app
1933;Pass;app
1934;Dropout;test
1935;Pass;app
1936;Pass;app
1937;Pass;test
1938;Dropout;app
1939;Dropout;app
1940;Fail;test
1941;Pass;app
1942;Dropout;app
1943;Dropout;app
1944;Dropout;app
1945;Fail;app
1946;Pass;app
1947;Dropout;app
1948;Dropout;app
1949;Fail;app
1950;Pass;app
1951;Dropout;app
1952;Pass;app
1953;Pass;app
1954;Dropout;app
1955;Pass;app
1956;Dropout;app
1957;Fail;app
1958;Dropout;app
1959;Dropout;app
1960;Dropout;test
1961;Dropout;app
1962;Fail;app
1963;Dropout;app
1964;Dropout;app
1965;Dropout;app
1966;Dropout;app
1967;Pass;test
1968;Dropout;app
1969;Pass;app
1970;Pass;app
1971;Pass;app
1972;Dropout;app
1973;Pass;app
1974;Dropout;app
1975;Dropout;app
1976;Pass;app
1977;Dropout;app
1978;Pass;app
1979;Dropout;test
1980;Fail;app
1981;Pass;app
1982;Dropout;app
1983;Pass;test
1984;Dropout;app
1985;Dropout;app
1986;Pass;app
1987;Fail;app
1988;Pass;app
1989;Dropout;app
1990;Dropout;app
1991;Fail;app
1992;Dropout;app
1993;Pass;app
1994;Pass;app
1995;Fail;app
1996;Fail;app
1997;Fail;app
1998;Fail;app
1999;Dropout;app
2000;Pass;app
2001;Pass;app
2002;Dropout;app
2003;Pass;app
2004;Pass;app
2005;Pass;app
2006;Pass;app
2007;Dropout;app
2008;Dropout;app
2009;Pass;test
2010;Dropout;app
2011;Fail;app
2012;Pass;app
2013;Pass;app
2014;Pass;app
2015;Pass;app
2016;Fail;test
2017;Dropout;app
2018;Pass;test
2019;Dropout;app
2020;Fail;app
2021;Pass;app
2022;Pass;app
2023;Dropout;app
2024;Dropout;test
2025;Pass;app
2026;Pass;app
2027;Pass;app
2028;Dropout;app
2029;Pass;app
2030;Dropout;app
2031;Pass;app
2032;Pass;test
2033;Dropout;app
2034;Pass;app
2035;Pass;app
2036;Dropout;app
2037;Pass;app
2038;Fail;app
2039;Pass;app
2040;Pass;app
2041;Dropout;app
2042;Fail;app
2043;Pass;test
2044;Dropout;app
2045;Pass;app
2046;Dropout;app
2047;Pass;app
2048;Pass;app
2049;Fail;app
2050;Dropout;app
2051;Dropout;app
2052;Fail;app
2053;Dropout;app
2054;Pass;app
2055;Pass;test
2056;Dropout;app
2057;Dropout;test
2058;Pass;app
2059;Dropout;app
2060;Dropout;app
2061;Pass;app
2062;Pass;app
2063;Pass;app
2064;Pass;test
2065;Pass;app
2066;Pass;app
2067;Dropout;app
2068;Dropout;app
2069;Dropout;app
2070;Dropout;app
2071;Dropout;app
2072;Dropout;app
2073;Dropout;test
2074;Pass;app
2075;Pass;app
2076;Fail;app
2077;Dropout;app
2078;Pass;app
2079;Dropout;app
2080;Fail;app
2081;Pass;app
2082;Dropout;app
2083;Dropout;app
2084;Pass;app
2085;Dropout;app
2086;Pass;app
2087;Dropout;app
2088;Fail;app
2089;Dropout;app
2090;Fail;app
2091;Pass;app
2092;Dropout;app
2093;Pass;test
2094;Dropout;app
2095;Pass;app
2096;Dropout;app
2097;Pass;app
2098;Dropout;app
2099;Pass;app
2100;Pass;app
2101;Pass;app
2102;Pass;app
2103;Dropout;app
2104;Fail;test
2105;Fail;app
2106;Fail;app
2107;Fail;app
2108;Pass;app
2109;Pass;test
2110;Dropout;app
2111;Fail;app
2112;Pass;app
2113;Pass;app
2114;Pass;app
2115;Pass;app
2116;Pass;test
2117;Dropout;app
2118;Dropout;test
2119;Dropout;app
2120;Fail;app
2121;Dropout;app
2122;Pass;app
2123;Fail;app
2124;Dropout;app
2125;Dropout;app
2126;Dropout;app
2127;Pass;app
2128;Dropout;app
2129;Dropout;app
2130;Dropout;app
2131;Pass;app
2132;Dropout;app
2133;Dropout;app
2134;Dropout;app
2135;Dropout;app
2136;Pass;app
2137;Pass;app
2138;Pass;app
2139;Dropout;app
2140;Dropout;test
2141;Fail;app
2142;Fail;app
2143;Dropout;app
2144;Dropout;app
2145;Dropout;app
2146;Pass;app
2147;Fail;test
2148;Pass;app
2149;Pass;test
2150;Dropout;app
2151;Pass;app
2152;Fail;app
2153;Pass;app
2154;Fail;app
2155;Dropout;app
2156;Pass;app
2157;Dropout;app
2158;Fail;app
2159;Fail;app
2160;Pass;test
2161;Pass;app
2162;Pass;app
2163;Fail;app
2164;Fail;app
2165;Dropout;app
2166;Pass;app
2167;Dropout;app
2168;Pass;app
2169;Dropout;app
2170;Pass;app
2171;Dropout;app
2172;Pass;test
2173;Dropout;app
2174;Dropout;app
2175;Dropout;test
2176;Pass;app
2177;Dropout;app
2178;Pass;app
2179;Dropout;app
2180;Pass;app
2181;Pass;app
2182;Pass;app
2183;Pass;app
2184;Pass;test
2185;Dropout;app
2186;Fail;app
2187;Fail;app
2188;Dropout;app
2189;Pass;app
2190;Pass;app
2191;Dropout;app
2192;Fail;app
2193;Pass;app
2194;Pass;app
2195;Pass;app
2196;Pass;app
2197;Pass;app
2198;Pass;test
2199;Pass;app
2200;Pass;app
2201;Fail;app
2202;Fail;app
2203;Pass;app
2204;Pass;app
2205;Dropout;app
2206;Pass;app
2207;Pass;app
2208;Pass;app
2209;Pass;app
2210;Pass;app
2211;Dropout;app
2212;Dropout;app
2213;Fail;app
2214;Pass;test
2215;Fail;test
2216;Pass;app
2217;Fail;app
2218;Pass;app
2219;Dropout;app
2220;Pass;app
2221;Pass;app
2222;Pass;app
2223;Pass;app
2224;Dropout;app
2225;Dropout;test
2226;Dropout;app
2227;Pass;app
2228;Dropout;app
2229;Pass;app
2230;Pass;test
2231;Fail;app
2232;Dropout;app
2233;Pass;app
2234;Dropout;app
2235;Pass;app
2236;Dropout;app
2237;Dropout;app
2238;Pass;app
2239;Dropout;app
2240;Dropout;app
2241;Pass;app
2242;Dropout;app
2243;Pass;app
2244;Pass;app
2245;Pass;app
2246;Pass;app
2247;Dropout;app
2248;Pass;test
2249;Pass;app
2250;Fail;app
2251;Pass;app
2252;Pass;app
2253;Fail;app
2254;Pass;app
2255;Fail;app
2256;Pass;app
2257;Dropout;app
2258;Dropout;app
2259;Pass;app
2260;Dropout;app
2261;Dropout;app
2262;Dropout;app
2263;Pass;app
2264;Pass;app
2265;Fail;app
2266;Dropout;test
2267;Pass;app
2268;Pass;app
2269;Pass;app
2270;Pass;app
2271;Pass;app
2272;Dropout;app
2273;Fail;app
2274;Pass;app
2275;Pass;test
2276;Dropout;app
2277;Pass;app
2278;Pass;app
2279;Pass;app
2280;Pass;app
2281;Dropout;app
2282;Pass;app
2283;Pass;app
2284;Dropout;app
2285;Dropout;app
2286;Pass;app
2287;Pass;app
2288;Dropout;app
2289;Fail;app
2290;Pass;app
2291;Fail;app
2292;Pass;app
2293;Pass;test
2294;Dropout;app
2295;Pass;app
2296;Pass;app
2297;Dropout;app
2298;Dropout;app
2299;Dropout;app
2300;Fail;app
2301;Fail;test
2302;Pass;app
2303;Dropout;app
2304;Pass;app
2305;Dropout;test
2306;Pass;app
2307;Fail;app
2308;Fail;app
2309;Dropout;app
2310;Pass;app
2311;Dropout;app
2312;Fail;app
2313;Pass;app
2314;Pass;app
2315;Fail;app
2316;Fail;app
2317;Fail;app
2318;Fail;app
2319;Pass;app
2320;Pass;app
2321;Pass;test
2322;Dropout;app
2323;Pass;app
2324;Fail;app
2325;Pass;app
2326;Pass;app
2327;Pass;app
2328;Pass;app
2329;Dropout;app
2330;Pass;app
2331;Dropout;app
2332;Pass;app
2333;Dropout;app
2334;Pass;app
2335;Pass;app
2336;Pass;app
2337;Dropout;app
2338;Dropout;app
2339;Dropout;app
2340;Pass;app
2341;Dropout;app
2342;Dropout;app
2343;Pass;test
2344;Pass;app
2345;Pass;app
2346;Fail;test
2347;Dropout;app
2348;Fail;app
2349;Dropout;app
2350;Pass;app
2351;Pass;test
2352;Dropout;app
2353;Fail;app
2354;Dropout;test
2355;Pass;app
2356;Pass;app
2357;Dropout;app
2358;Pass;app
2359;Dropout;app
2360;Dropout;app
2361;Dropout;app
2362;Pass;app
2363;Dropout;app
2364;Pass;test
2365;Dropout;test
