id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,code_student,date_registration,date_unregistration
584210,M,South West Region,Lower Than A Level,70-80%,0-35,1,60,N,Withdrawn,591,-66.0,12.0
584362,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,592,-115.0,128.0
584515,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,593,-135.0,
584594,M,South East Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn,594,-31.0,12.0
584673,M,London Region,A Level or Equivalent,oct-20,0-35,1,90,N,Fail,595,-18.0,
585021,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,180,N,Withdrawn,596,-115.0,17.0
585224,M,Wales,Lower Than A Level,50-60%,0-35,1,60,N,Pass,597,-44.0,
585261,M,North Western Region,HE Qualification,20-30%,35-55,0,60,N,Pass,598,-32.0,
585284,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,599,-128.0,
585301,M,North Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,600,-81.0,12.0
585503,M,North Region,HE Qualification,,35-55,0,120,N,Distinction,601,-24.0,
585572,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,602,-17.0,
585724,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,1,90,N,Fail,603,-98.0,
585825,M,Wales,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn,604,-14.0,136.0
585958,M,South West Region,Lower Than A Level,90-100%,0-35,0,90,Y,Pass,605,-32.0,
586282,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,606,-106.0,8.0
586811,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,N,Fail,607,-52.0,
586906,M,Scotland,HE Qualification,30-40%,0-35,2,60,Y,Pass,608,-100.0,
587509,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,N,Fail,609,-23.0,
587571,M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,610,-65.0,
587654,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,611,-95.0,81.0
587706,M,Scotland,HE Qualification,oct-20,0-35,0,60,N,Fail,612,-72.0,
588128,M,East Anglian Region,A Level or Equivalent,oct-20,0-35,1,90,N,Pass,613,-46.0,
588628,M,South West Region,A Level or Equivalent,60-70%,55<=,0,60,N,Pass,614,-44.0,
589080,M,North Region,HE Qualification,,0-35,0,60,N,Distinction,615,-32.0,
589162,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,616,-32.0,
589332,F,Scotland,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,617,-114.0,
589389,M,South West Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass,618,-115.0,
589441,M,South Region,Lower Than A Level,70-80%,0-35,1,90,N,Withdrawn,619,-93.0,104.0
589798,M,East Anglian Region,Lower Than A Level,30-40%,0-35,1,210,N,Withdrawn,620,-80.0,12.0
589828,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,Y,Pass,621,-24.0,
590120,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,622,-114.0,
590381,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,623,-144.0,-23.0
590462,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn,624,-153.0,96.0
590543,M,South Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail,625,-113.0,
590818,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,626,-7.0,
591525,M,South East Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,627,-67.0,
591581,M,South East Region,Lower Than A Level,oct-20,0-35,1,150,N,Pass,628,-57.0,
591655,M,North Region,Lower Than A Level,70-80%,0-35,1,90,N,Fail,629,-38.0,
591746,M,Wales,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,630,-64.0,121.0
591946,M,Wales,A Level or Equivalent,oct-20,0-35,1,90,N,Pass,631,-155.0,
592218,F,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,632,-93.0,
592233,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,633,-15.0,10.0
592295,M,South Region,Lower Than A Level,90-100%,0-35,0,60,Y,Pass,634,-22.0,
592558,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,635,-80.0,
592657,F,London Region,Lower Than A Level,oct-20,35-55,0,120,Y,Withdrawn,636,-34.0,12.0
592939,M,Scotland,HE Qualification,0-10%,0-35,2,90,N,Pass,637,-56.0,
593136,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,638,-94.0,
593563,M,South Region,Lower Than A Level,90-100%,35-55,1,90,N,Pass,639,-154.0,
593722,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,640,-56.0,
593796,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,Y,Distinction,641,-22.0,
594065,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,642,-92.0,
594122,M,North Region,A Level or Equivalent,20-30%,0-35,1,120,N,Pass,643,-71.0,
594229,M,South West Region,Lower Than A Level,oct-20,35-55,0,60,N,Pass,644,-98.0,
594258,M,North Western Region,Lower Than A Level,0-10%,0-35,1,90,Y,Fail,645,-14.0,
594406,M,North Western Region,HE Qualification,0-10%,0-35,1,180,N,Fail,646,-5.0,
594615,M,Wales,Lower Than A Level,80-90%,35-55,1,60,N,Fail,647,-25.0,
594636,M,South Region,Lower Than A Level,60-70%,0-35,1,120,Y,Pass,648,-22.0,
595246,M,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,649,-46.0,150.0
595262,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,650,-31.0,
595673,M,South Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,651,-137.0,-5.0
595676,M,London Region,Lower Than A Level,oct-20,35-55,1,60,N,Fail,652,-149.0,
595721,M,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,653,-150.0,
595943,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,654,-50.0,
596052,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn,655,-25.0,12.0
596203,F,North Region,Lower Than A Level,0-10%,35-55,0,90,N,Withdrawn,656,-102.0,94.0
596243,M,East Anglian Region,Lower Than A Level,oct-20,0-35,1,60,Y,Pass,657,-42.0,
596245,M,South East Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,658,-95.0,-30.0
596253,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,659,-29.0,
596464,M,Scotland,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,660,-65.0,164.0
596693,M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,661,-65.0,12.0
596758,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,662,-149.0,
596805,M,Scotland,HE Qualification,,0-35,2,60,N,Withdrawn,663,-24.0,114.0
597391,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,664,-134.0,12.0
597740,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,665,-28.0,
597937,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,666,-51.0,
598308,M,Ireland,Post Graduate Qualification,,0-35,1,90,N,Pass,667,-32.0,
598442,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,668,-9.0,4.0
598540,M,North Western Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,669,-153.0,
598559,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,670,-155.0,
598582,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,671,-150.0,-47.0
598757,M,South Region,A Level or Equivalent,90-100%,35-55,1,90,N,Fail,672,-14.0,
598939,M,London Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn,673,-124.0,12.0
599007,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,674,-101.0,20.0
599297,M,Yorkshire Region,A Level or Equivalent,oct-20,0-35,1,120,N,Fail,675,-9.0,
599865,M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,676,-28.0,
600071,M,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,677,-32.0,
600405,M,Wales,Lower Than A Level,90-100%,0-35,1,120,N,Fail,678,-22.0,
600615,M,South West Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn,679,-18.0,12.0
600773,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,680,-52.0,204.0
600893,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,180,N,Fail,681,-37.0,
601008,M,Wales,Lower Than A Level,50-60%,0-35,1,180,N,Pass,682,-21.0,
601180,M,Scotland,HE Qualification,70-80%,35-55,1,60,N,Fail,683,-16.0,
601235,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,684,-28.0,
601271,M,South West Region,Lower Than A Level,40-50%,0-35,1,60,Y,Fail,685,-137.0,
601680,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,686,-25.0,171.0
601820,M,North Region,HE Qualification,,0-35,0,120,N,Pass,687,-2.0,
602502,M,Scotland,A Level or Equivalent,70-80%,0-35,1,120,Y,Fail,688,-144.0,
602594,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,689,-36.0,
603423,M,North Region,A Level or Equivalent,0-10%,35-55,1,60,N,Fail,690,-147.0,
603648,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass,691,-17.0,
603931,M,North Region,Lower Than A Level,oct-20,0-35,1,60,N,Withdrawn,692,-115.0,110.0
604142,M,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,693,-78.0,12.0
604567,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,694,-52.0,
604614,M,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,695,-149.0,
604652,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,300,N,Withdrawn,696,-36.0,-29.0
604907,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,697,-32.0,
605091,M,South East Region,No Formal quals,20-30%,0-35,1,60,N,Fail,698,-147.0,
605180,M,North Region,A Level or Equivalent,oct-20,0-35,0,60,N,Pass,699,-141.0,
605228,F,London Region,Lower Than A Level,70-80%,0-35,2,120,N,Fail,700,-81.0,
605394,M,North Western Region,A Level or Equivalent,80-90%,0-35,1,90,N,Fail,701,-22.0,
605682,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,702,-58.0,
606257,F,North Region,HE Qualification,,0-35,0,120,N,Pass,703,-43.0,
606293,F,Scotland,HE Qualification,70-80%,35-55,0,120,N,Withdrawn,704,-71.0,-32.0
606428,M,North Region,A Level or Equivalent,oct-20,0-35,1,60,N,Withdrawn,705,-53.0,101.0
606805,M,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Withdrawn,706,-80.0,143.0
606904,F,South Region,A Level or Equivalent,80-90%,0-35,1,90,N,Fail,707,-34.0,
607243,M,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,708,-56.0,
607303,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,709,-24.0,
607501,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,710,-95.0,
607533,F,South West Region,Lower Than A Level,oct-20,0-35,1,90,N,Withdrawn,711,-140.0,2.0
607679,M,Wales,A Level or Equivalent,oct-20,0-35,0,90,N,Pass,712,-129.0,
607700,M,Ireland,A Level or Equivalent,,35-55,0,90,N,Pass,713,-98.0,
607733,F,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,714,-43.0,46.0
607866,M,South Region,Lower Than A Level,40-50%,0-35,1,60,Y,Pass,715,-80.0,
608248,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,1,90,N,Fail,716,-108.0,
609142,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction,717,-25.0,
609240,M,West Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass,718,-121.0,
611465,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,1,120,N,Withdrawn,719,-84.0,12.0
611603,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,720,-22.0,
612763,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,721,-123.0,12.0
612842,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,722,-155.0,
613165,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,723,-21.0,
613330,F,London Region,Lower Than A Level,oct-20,35-55,0,60,N,Pass,724,-79.0,
613634,M,South Region,Lower Than A Level,60-70%,0-35,0,60,Y,Pass,725,-67.0,
613899,M,North Region,Lower Than A Level,,35-55,0,120,N,Distinction,726,-144.0,
613966,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,727,-22.0,
614059,M,South Region,HE Qualification,90-100%,35-55,1,60,Y,Pass,728,-155.0,
614984,M,South West Region,Lower Than A Level,0-10%,35-55,1,60,N,Pass,729,-142.0,
615266,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,730,-155.0,
615299,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,731,-14.0,
615301,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,732,-14.0,
615302,M,Wales,A Level or Equivalent,oct-20,0-35,0,60,N,Pass,733,-14.0,
615306,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass,734,-14.0,
615328,F,Wales,A Level or Equivalent,oct-20,0-35,0,60,N,Withdrawn,735,-14.0,153.0
615340,F,Wales,A Level or Equivalent,oct-20,0-35,0,60,N,Pass,736,-14.0,
615342,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,737,-14.0,
615356,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,738,-14.0,
616517,M,London Region,A Level or Equivalent,90-100%,0-35,1,120,N,Distinction,739,-23.0,
616912,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,740,-144.0,
617010,F,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,741,-44.0,
617119,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,742,-14.0,
617130,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,N,Withdrawn,743,-49.0,198.0
617150,M,South East Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,744,-7.0,89.0
617332,M,Wales,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,745,-30.0,
617436,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,746,-129.0,174.0
617580,F,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,747,-34.0,
617783,M,East Midlands Region,HE Qualification,oct-20,0-35,0,60,N,Fail,748,-30.0,
617922,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,749,-87.0,
618252,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,90,N,Withdrawn,750,-109.0,32.0
618663,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,751,-21.0,
619204,F,South Region,Lower Than A Level,60-70%,0-35,1,90,N,Pass,752,-155.0,
619292,M,North Region,A Level or Equivalent,,35-55,0,60,N,Distinction,753,-36.0,
619321,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,754,-34.0,
619502,M,Scotland,HE Qualification,oct-20,0-35,1,60,N,Pass,755,-14.0,
619863,F,South East Region,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,756,-57.0,12.0
619887,M,East Midlands Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn,757,-51.0,-9.0
620094,F,London Region,HE Qualification,90-100%,35-55,0,90,N,Distinction,758,-155.0,
620112,M,South East Region,Lower Than A Level,60-70%,0-35,1,60,N,Withdrawn,759,-106.0,116.0
620269,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,760,-44.0,
620349,M,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,761,-28.0,179.0
620431,M,South Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,762,-78.0,
620740,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,763,-143.0,
620750,F,South East Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn,764,-102.0,116.0
620810,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,765,-21.0,
620824,M,London Region,A Level or Equivalent,0-10%,0-35,1,90,N,Fail,766,-102.0,
621307,M,London Region,No Formal quals,20-30%,0-35,1,120,N,Withdrawn,767,-8.0,12.0
622029,M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn,768,-46.0,66.0
622275,M,South East Region,Lower Than A Level,oct-20,0-35,0,60,N,Withdrawn,769,-129.0,150.0
622362,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,770,-156.0,51.0
622481,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,771,-146.0,
622760,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,772,-93.0,
622899,M,London Region,Post Graduate Qualification,30-40%,35-55,1,90,N,Withdrawn,773,-150.0,6.0
622910,M,Ireland,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,774,-4.0,174.0
622934,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,775,-153.0,
622967,M,Scotland,Lower Than A Level,0-10%,35-55,0,90,N,Fail,776,-28.0,
623166,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Withdrawn,777,-153.0,72.0
623230,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,778,-77.0,206.0
623471,M,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Pass,779,-20.0,
623589,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,780,-129.0,
623763,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,781,-78.0,12.0
623765,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,782,-65.0,
623917,M,South Region,Lower Than A Level,30-40%,35-55,1,90,N,Withdrawn,783,-147.0,61.0
623945,M,West Midlands Region,HE Qualification,oct-20,0-35,1,60,N,Withdrawn,784,-73.0,12.0
623955,M,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,785,-57.0,
624282,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Distinction,786,-85.0,
624740,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,787,-122.0,11.0
624864,M,Ireland,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,788,-56.0,
624970,F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,789,-36.0,
625245,M,South East Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,790,-10.0,
625330,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,791,-106.0,190.0
625515,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,792,-60.0,
625609,M,North Western Region,Lower Than A Level,30-40%,0-35,1,60,N,Fail,793,-42.0,
625743,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,794,-28.0,
625802,M,South West Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,795,-44.0,
625838,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,796,-56.0,
626033,M,Ireland,A Level or Equivalent,,0-35,0,150,N,Distinction,797,-38.0,
626349,M,Scotland,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,798,-71.0,
626416,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Distinction,799,-109.0,
626454,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,800,-45.0,
626477,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,180,N,Pass,801,-74.0,
626514,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,802,-149.0,
626539,M,South Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,803,-60.0,143.0
626552,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,300,N,Pass,804,-71.0,
626579,F,West Midlands Region,A Level or Equivalent,oct-20,0-35,0,120,N,Fail,805,-87.0,
627238,M,Scotland,Lower Than A Level,40-50%,0-35,1,90,N,Withdrawn,806,-108.0,-15.0
627365,F,South East Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,807,-59.0,
627379,M,London Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,808,-109.0,
627443,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,809,-30.0,-3.0
627829,M,London Region,Lower Than A Level,30-40%,35-55,1,150,N,Pass,810,-49.0,
627840,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,60,N,Withdrawn,811,-154.0,-47.0
628054,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,150,N,Withdrawn,812,-115.0,95.0
628149,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,Pass,813,-108.0,
628157,F,North Western Region,A Level or Equivalent,oct-20,0-35,0,90,N,Pass,814,-149.0,
628308,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,815,-18.0,173.0
628363,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,816,-50.0,
628383,M,London Region,HE Qualification,20-30%,0-35,0,90,N,Pass,817,-52.0,
628521,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,818,-149.0,
628888,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,819,-22.0,
628964,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,820,-22.0,
629029,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,821,-77.0,
629182,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,60,N,Fail,822,-74.0,
629394,M,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,823,-28.0,
629491,M,London Region,Lower Than A Level,0-10%,35-55,0,90,N,Pass,824,-155.0,
629522,M,South Region,Lower Than A Level,90-100%,35-55,1,60,N,Withdrawn,825,-17.0,240.0
629594,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,826,-115.0,
629686,M,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,827,-38.0,62.0
629818,M,Wales,A Level or Equivalent,0-10%,35-55,1,90,N,Distinction,828,-23.0,
629907,F,North Western Region,Lower Than A Level,oct-20,35-55,0,120,N,Withdrawn,829,-95.0,
629922,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Pass,830,-37.0,
629944,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,831,-85.0,
630024,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,832,-22.0,-3.0
630109,M,London Region,A Level or Equivalent,oct-20,0-35,1,60,N,Pass,833,-73.0,
630158,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,834,-80.0,
630168,M,South East Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Withdrawn,835,-8.0,124.0
630186,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,836,-155.0,31.0
630289,F,Scotland,HE Qualification,50-60%,35-55,0,150,Y,Withdrawn,837,-115.0,-88.0
630358,M,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,838,-72.0,12.0
630510,M,South East Region,A Level or Equivalent,20-30%,0-35,0,240,N,Withdrawn,839,-140.0,-1.0
630745,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,840,-115.0,158.0
630835,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,841,-154.0,
630905,M,Wales,HE Qualification,50-60%,0-35,0,120,N,Distinction,842,-95.0,
630910,M,South West Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,843,-88.0,
630992,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,N,Fail,844,-60.0,
631075,M,Scotland,A Level or Equivalent,80-90%,0-35,1,90,N,Fail,845,-22.0,
631193,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn,846,-127.0,41.0
631438,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,847,-109.0,
631524,M,South West Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Fail,848,-63.0,
631658,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,849,-108.0,
631681,F,North Region,Lower Than A Level,oct-20,0-35,0,90,N,Pass,850,-22.0,
631715,M,South Region,HE Qualification,50-60%,35-55,0,90,N,Distinction,851,-25.0,
631740,F,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,852,-94.0,
631750,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,853,-23.0,12.0
631772,M,Scotland,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn,854,-28.0,
631837,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Distinction,855,-34.0,
631924,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,856,-101.0,
632074,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,857,-17.0,
632179,F,East Midlands Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,858,-98.0,86.0
632276,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,859,-106.0,12.0
632290,M,North Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,860,-80.0,
632458,M,North Region,Lower Than A Level,0-10%,35-55,0,60,N,Distinction,861,-106.0,
632556,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,862,-22.0,
632597,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,863,-22.0,
632634,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,60,Y,Withdrawn,864,-134.0,
632773,M,West Midlands Region,HE Qualification,50-60%,0-35,1,60,N,Withdrawn,865,-20.0,12.0
632826,M,East Anglian Region,A Level or Equivalent,oct-20,0-35,0,120,N,Pass,866,-9.0,
632836,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,867,-25.0,
633079,F,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Pass,868,-10.0,
633516,M,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,869,-25.0,
633555,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,870,-50.0,
633568,M,North Western Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,871,-60.0,
633628,M,Ireland,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,872,-78.0,
633867,M,Scotland,Lower Than A Level,60-70%,0-35,0,90,N,Pass,873,-30.0,
633931,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,90,N,Distinction,874,-100.0,
634088,M,North Region,A Level or Equivalent,,0-35,1,90,N,Distinction,875,-25.0,
634114,M,Scotland,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,876,-28.0,
